MY_COLOR,IN_FEN,OUT_FORMAT,OUT_STANDARD
WHITE,r1bq1rk1/1p2ppb1/2p3pn/p1n4p/4P2P/P5PN/1PPNQPB1/R1B2RK1 w - - 0 12,f2f3,f2f3
WHITE,r1b2rk1/1pq1ppb1/2p3pn/p1n4p/4P2P/P4PPN/1PPNQ1B1/R1B2RK1 w - - 1 13,g1h2,g1h2
WHITE,r1b2rk1/2q1ppb1/1pp3pn/p1n4p/4P2P/P4PPN/1PPNQ1BK/R1B2R2 w - - 0 14,f1d1,f1d1
WHITE,r4rk1/2q1ppb1/bpp3pn/p1n4p/4P2P/P4PPN/1PPNQ1BK/R1BR4 w - - 2 15,e2e1,e2e1
WHITE,3r1rk1/2q1ppb1/bpp3pn/p1n4p/4P2P/P4PPN/1PPN2BK/R1BRQ3 w - - 4 16,d2f1,d2f1
WHITE,5rk1/2q1ppb1/bpp3pn/p1n4p/4P2P/P4PPN/1PP3BK/R1BrQN2 w - - 0 17,e1d1,e1d1
WHITE,3r2k1/2q1ppb1/bpp3pn/p1n4p/4P2P/P4PPN/1PP3BK/R1BQ1N2 w - - 1 18,d1e1,d1e1
WHITE,3r2k1/2q1ppb1/bpp1n1pn/p6p/4P2P/P4PPN/1PP3BK/R1B1QN2 w - - 3 19,c1e3,c1e3
WHITE,3r2k1/2q1ppb1/bpp3pn/p6p/3nP2P/P3BPPN/1PP3BK/R3QN2 w - - 5 20,e1f2,e1f2
WHITE,3r2k1/2q1ppb1/bp4pn/p1p4p/3nP2P/P3BPPN/1PP2QBK/R4N2 w - - 0 21,a1e1,a1e1
WHITE,3r3k/2q1ppb1/bp4pn/p1p4p/3nP2P/P3BPPN/1PP2QBK/4RN2 w - - 2 22,c2c3,c2c3
WHITE,3r3k/2q1ppb1/bp2n1pn/p1p4p/4P2P/P1P1BPPN/1P3QBK/4RN2 w - - 1 23,h3f4,h3f4
WHITE,3r3k/2q1ppb1/bp4pn/p1p4p/4Pn1P/P1P1BPP1/1P3QBK/4RN2 w - - 0 24,e3f4,e3f4
WHITE,3r3k/3qppb1/bp4pn/p1p4p/4PB1P/P1P2PP1/1P3QBK/4RN2 w - - 1 25,f1e3,f1e3
WHITE,3r3k/3q1pb1/bp2p1pn/p1p4p/4PB1P/P1P1NPP1/1P3QBK/4R3 w - - 0 26,e1d1,e1d1
WHITE,2qr3k/5pb1/bp2p1pn/p1p4p/4PB1P/P1P1NPP1/1P3QBK/3R4 w - - 2 27,f2e1,f2e1
WHITE,2qr2nk/5pb1/bp2p1p1/p1p4p/4PB1P/P1P1NPP1/1P4BK/3RQ3 w - - 4 28,e4e5,e4e5
WHITE,2qr2nk/5p2/bp2p1pb/p1p1P2p/5B1P/P1P1NPP1/1P4BK/3RQ3 w - - 1 29,f4h6,f4h6
WHITE,2qr3k/5p2/bp2p1pn/p1p1P2p/7P/P1P1NPP1/1P4BK/3RQ3 w - - 0 30,f3f4,f3f4
WHITE,3r3k/2q2p2/bp2p1pn/p1p1P2p/5P1P/P1P1N1P1/1P4BK/3RQ3 w - - 1 31,g2f1,g2f1
WHITE,3r3k/2q2p2/1p2p1pn/p1p1P2p/5P1P/P1P1N1P1/1P5K/3RQb2 w - - 0 32,e1f1,e1f1
WHITE,3r4/2q2pk1/1p2p1pn/p1p1P2p/5P1P/P1P1N1P1/1P5K/3R1Q2 w - - 1 33,d1d3,d1d3
WHITE,8/2q2pk1/1p2p1pn/p1p1P2p/5P1P/P1PrN1P1/1P5K/5Q2 w - - 0 34,f1d3,f1d3
WHITE,8/5pk1/1pq1p1pn/p1p1P2p/5P1P/P1PQN1P1/1P5K/8 w - - 1 35,c3c4,c3c4
WHITE,8/5pk1/1p2p1pn/p1p1P2p/2P2P1P/P2QNqP1/1P5K/8 w - - 1 36,e3f5,e3f5
BLACK,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,h7h6,h7h6
BLACK,rnbqkbnr/ppppppp1/7p/8/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2,g7g5,g7g5
BLACK,rnbqkbnr/pppppp2/7p/6p1/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,f8g7,f8g7
BLACK,rnbqk1nr/ppppppb1/7p/6p1/3P4/5NP1/PPP1PPBP/RNBQK2R b KQkq - 0 4,d7d6,d7d6
BLACK,rnbqk1nr/ppp1ppb1/3p3p/6p1/3PP3/5NP1/PPP2PBP/RNBQK2R b KQkq - 0 5,c7c5,c7c5
BLACK,rnbqk1nr/pp2ppb1/3p3p/2p3p1/3PP3/2P2NP1/PP3PBP/RNBQK2R b KQkq - 0 6,c5d4,c5d4
BLACK,rnbqk1nr/pp2ppb1/3p3p/6p1/3PP3/5NP1/PP3PBP/RNBQK2R b KQkq - 0 7,b8c6,b8c6
BLACK,r1bqk1nr/pp2ppb1/2np3p/3P2p1/4P3/5NP1/PP3PBP/RNBQK2R b KQkq - 0 8,g5g4,g5g4
BLACK,r1bqk1nr/pp2ppb1/2Pp3p/8/4P1p1/5NP1/PP3PBP/RNBQK2R b KQkq - 0 9,g4f3,g4f3
BLACK,r1bqk1nr/pp2ppb1/2Pp3p/8/4P3/5BP1/PP3P1P/RNBQK2R b KQkq - 0 10,b7c6,b7c6
BLACK,r1bqk1nr/p3ppb1/2pp3p/8/4P3/5BP1/PP3P1P/RNBQ1RK1 b kq - 1 11,a8b8,a8b8
BLACK,1rbqk1nr/p3ppb1/2pp3p/8/4P3/2N2BP1/PP3P1P/R1BQ1RK1 b k - 3 12,h6h5,h6h5
BLACK,1rbqk1nr/p3ppb1/2pp4/7p/4PB2/2N2BP1/PP3P1P/R2Q1RK1 b k - 1 13,d8a5,d8a5
BLACK,1rb1k1nr/p3ppb1/2pp4/q6p/4PB2/2N2BP1/PP3P1P/2RQ1RK1 b k - 3 14,g7e5,g7e5
BLACK,1rb1k1nr/p3pp2/2pp4/q3B2p/4P3/2N2BP1/PP3P1P/2RQ1RK1 b k - 0 15,a5e5,a5e5
BLACK,1rb1k1nr/p3pp2/2pp4/4q2p/Q3P3/2N2BP1/PP3P1P/2R2RK1 b k - 1 16,c8h3,c8h3
BLACK,1r2k1nr/Q3pp2/2pp4/4q2p/4P3/2N2BPb/PP3P1P/2R2RK1 b k - 0 17,b8b2,b8b2
BLACK,Q3k1nr/4pp2/2pp4/4q2p/4P3/2N2BPb/Pr3P1P/2R2RK1 b k - 1 18,e8d7,e8d7
BLACK,Q5nr/3kpp2/2pp4/4q2p/N3P3/5BPb/Pr3P1P/2R2RK1 b - - 3 19,h3f1,h3f1
BLACK,6nr/3kpp2/2Qp4/4q2p/N3P3/5BP1/Pr3P1P/2R2bK1 b - - 0 20,d7e6,d7e6
BLACK,6nr/4pp2/3pk3/3Qq2p/N3P3/5BP1/Pr3P1P/2R2bK1 b - - 2 21,e5d5,e5d5
BLACK,6nr/4pp2/3pk3/3P3p/N7/5BP1/Pr3P1P/2R2bK1 b - - 0 22,e6d7,e6d7
BLACK,6nr/3kpp2/3p4/3P3p/8/5BP1/PN3P1P/2R2bK1 b - - 0 23,f1a6,f1a6
BLACK,6nr/3kpp2/b2p4/3P3p/N7/5BP1/P4P1P/2R3K1 b - - 2 24,g8f6,g8f6
BLACK,7r/3kpp2/bN1p1n2/3P3p/8/5BP1/P4P1P/2R3K1 b - - 4 25,d7d8,d7d8
BLACK,3k3r/4pp2/bN1p1n2/3P3p/P7/5BP1/5P1P/2R3K1 b - - 0 26,f6d7,f6d7
BLACK,3k3r/3npp2/bN1p4/P2P3p/8/5BP1/5P1P/2R3K1 b - - 0 27,d7c5,d7c5
BLACK,3k3r/4pp2/bN1p4/P1nP3p/7P/5BP1/5P2/2R3K1 b - - 0 28,c5d3,c5d3
BLACK,3k3r/4pp2/bN1p4/P2P3p/7P/2Rn1BP1/5P2/6K1 b - - 2 29,d3c5,d3c5
BLACK,3k3r/4pp2/bN1p4/P1nP3p/7P/2R2BP1/5PK1/8 b - - 4 30,h8h6,h8h6
BLACK,3k4/4pp2/bN1p3r/P1nP3p/7P/5BP1/2R2PK1/8 b - - 6 31,a6d3,a6d3
BLACK,3k4/4pp2/1N1p3r/P1nP3p/7P/3b1BP1/1R3PK1/8 b - - 8 32,d8c7,d8c7
BLACK,N7/2k1pp2/3p3r/P1nP3p/7P/3b1BP1/1R3PK1/8 b - - 10 33,c7c8,c7c8
BLACK,2k5/4pp2/1N1p3r/P1nP3p/7P/3b1BP1/1R3PK1/8 b - - 12 34,c8c7,c8c7
BLACK,8/2k1pp2/1N1p3r/P1nP3p/7P/3b2P1/1R2BPK1/8 b - - 14 35,d3e4,d3e4
BLACK,8/2k1pp2/1N1p3r/P1nP3p/4b2P/5PP1/1R2B1K1/8 b - - 0 36,e4f5,e4f5
BLACK,8/2k1pp2/PN1p3r/2nP1b1p/7P/5PP1/1R2B1K1/8 b - - 0 37,h6h8,h6h8
BLACK,7r/P1k1pp2/1N1p4/2nP1b1p/7P/5PP1/1R2B1K1/8 b - - 0 38,c7b7,c7b7
BLACK,Q6r/1k2pp2/1N1p4/2nP1b1p/7P/5PP1/1R2B1K1/8 b - - 0 39,h8a8,h8a8
BLACK,N7/1k2pp2/3p4/2nP1b1p/7P/5PP1/1R2B1K1/8 b - - 0 40,b7a8,b7a8
BLACK,k7/4pp2/3p4/2nP1b1p/6PP/5P2/1R2B1K1/8 b - - 0 41,f5g6,f5g6
BLACK,k7/4pp2/3p2b1/2nP3p/5PPP/8/1R2B1K1/8 b - - 0 42,g6e4,g6e4
BLACK,k7/4pp2/3p4/2nP3p/4bPPP/5B2/1R4K1/8 b - - 2 43,e4h7,e4h7
BLACK,k7/4pp1b/3p4/2nP2Pp/5P1P/5B2/1R4K1/8 b - - 0 44,c5d3,c5d3
BLACK,k7/4pp1b/3p4/3P2Pp/5P1P/3n1B2/R5K1/8 b - - 2 45,a8b7,a8b7
BLACK,8/1k2pp1b/3p4/3P2Pp/5P1P/3n1BK1/R7/8 b - - 4 46,h7g6,h7g6
BLACK,8/1k2pp2/3p2b1/3P1PPp/7P/3n1BK1/R7/8 b - - 0 47,g6f5,g6f5
BLACK,8/1k2pp2/3p4/3P1bPB/7P/3n2K1/R7/8 b - - 0 48,d3c5,d3c5
BLACK,8/1k2pB2/3p4/2nP1bP1/7P/6K1/R7/8 b - - 0 49,b7c7,b7c7
BLACK,8/2k1pB2/3p2P1/2nP1b2/7P/6K1/R7/8 b - - 0 50,c5e4,c5e4
BLACK,8/2k1pB2/3p2P1/3P1b2/4nK1P/8/R7/8 b - - 2 51,f5g6,f5g6
BLACK,8/2k1p3/3p2B1/3P4/4nK1P/8/R7/8 b - - 0 52,e4f6,e4f6
BLACK,8/2k1p3/3p1n2/3P1B2/5K1P/8/R7/8 b - - 2 53,c7b6,c7b6
BLACK,8/4p3/1k1p1n2/3P1B2/5K1P/8/2R5/8 b - - 4 54,f6d5,f6d5
BLACK,8/4p3/1k1p4/3n1BK1/7P/8/2R5/8 b - - 1 55,d5e3,d5e3
BLACK,8/4p3/1k1p4/5BKP/8/4n3/2R5/8 b - - 0 56,e7e6,e7e6
BLACK,8/8/1k1pp3/5BKP/8/4n3/1R6/8 b - - 1 57,b6c5,b6c5
BLACK,8/8/3pp2P/2k2BK1/8/4n3/1R6/8 b - - 0 58,d6d5,d6d5
BLACK,8/7P/4p3/2kp1BK1/8/4n3/1R6/8 b - - 0 59,e3f5,e3f5
BLACK,7Q/8/4p3/2kp1nK1/8/8/1R6/8 b - - 0 60,f5d6,f5d6
BLACK,1Q6/8/3np3/2kp2K1/8/8/1R6/8 b - - 2 61,d5d4,d5d4
BLACK,8/8/3np3/2k3K1/1Q1p4/8/1R6/8 b - - 1 62,c5d5,c5d5
BLACK,8/8/3Qp3/3k2K1/3p4/8/1R6/8 b - - 0 63,d5d6,d5d6
BLACK,8/8/3kp3/8/3p1K2/8/1R6/8 b - - 1 64,d6d5,d6d5
BLACK,8/8/4p3/3k4/3p4/5K2/1R6/8 b - - 3 65,e6e5,e6e5
BLACK,8/8/8/3kp3/3p4/8/1R2K3/8 b - - 1 66,e5e4,e5e4
BLACK,8/8/8/3k4/3pp3/8/1R1K4/8 b - - 1 67,d5c4,d5c4
BLACK,8/8/8/8/2kpp3/8/R2K4/8 b - - 3 68,e4e3,e4e3
BLACK,8/8/8/8/2kp4/4p3/R3K3/8 b - - 1 69,c4c3,c4c3
BLACK,8/8/8/8/3p4/R1k1p3/4K3/8 b - - 3 70,c3c2,c3c2
BLACK,8/8/8/8/3p4/4R3/2k1K3/8 b - - 0 71,c2c1,c2c1
BLACK,8/8/8/8/3p4/3R4/4K3/2k5 b - - 2 72,c1c2,c1c2
WHITE,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d3,d2d3
WHITE,rnbqkbnr/ppp1pppp/3p4/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 0 2,b1d2,b1d2
WHITE,r1bqkbnr/ppp1pppp/2np4/8/8/3P4/PPPNPPPP/R1BQKBNR w KQkq - 2 3,g2g3,g2g3
WHITE,r1bqkbnr/ppp2ppp/2np4/4p3/8/3P2P1/PPPNPP1P/R1BQKBNR w KQkq - 0 4,f1g2,f1g2
WHITE,r1bqkbnr/ppp2pp1/2np4/4p2p/8/3P2P1/PPPNPPBP/R1BQK1NR w KQkq - 0 5,h2h3,h2h3
WHITE,r1bqkb1r/ppp2pp1/2np1n2/4p2p/8/3P2PP/PPPNPPB1/R1BQK1NR w KQkq - 1 6,c2c4,c2c4
WHITE,r1bqk2r/ppp1bpp1/2np1n2/4p2p/2P5/3P2PP/PP1NPPB1/R1BQK1NR w KQkq - 1 7,a2a3,a2a3
WHITE,r2qk2r/ppp1bpp1/2npbn2/4p2p/2P5/P2P2PP/1P1NPPB1/R1BQK1NR w KQkq - 1 8,b2b4,b2b4
WHITE,r2qk2r/1pp1bpp1/p1npbn2/4p2p/1PP5/P2P2PP/3NPPB1/R1BQK1NR w KQkq - 0 9,c1b2,c1b2
WHITE,r3k2r/1ppqbpp1/p1npbn2/4p2p/1PP5/P2P2PP/1B1NPPB1/R2QK1NR w KQkq - 2 10,g1f3,g1f3
WHITE,r3k2r/1ppqbppn/p1npb3/4p2p/1PP5/P2P1NPP/1B1NPPB1/R2QK2R w KQkq - 4 11,e2e3,e2e3
WHITE,r3k2r/1ppqbpp1/p1npb3/4p1np/1PP5/P2PPNPP/1B1N1PB1/R2QK2R w KQkq - 1 12,f3g5,f3g5
WHITE,r3k2r/1ppq1pp1/p1npb3/4p1bp/1PP5/P2PP1PP/1B1N1PB1/R2QK2R w KQkq - 0 13,f2f4,f2f4
WHITE,r3k2r/1ppqbpp1/p1npb3/4p2p/1PP2P2/P2PP1PP/1B1N2B1/R2QK2R w KQkq - 1 14,d2f3,d2f3
WHITE,3rk2r/1ppqbpp1/p1npb3/4p2p/1PP2P2/P2PPNPP/1B4B1/R2QK2R w KQk - 3 15,d1c2,d1c2
WHITE,3r1rk1/1ppqbpp1/p1npb3/4p2p/1PP2P2/P2PPNPP/1BQ3B1/R3K2R w KQ - 5 16,g3g4,g3g4
WHITE,3r1rk1/1ppqbpp1/p1npb3/7p/1PP2pP1/P2PPN1P/1BQ3B1/R3K2R w KQ - 0 17,e3f4,e3f4
WHITE,3r1rk1/1ppqbpp1/p1npb3/8/1PP2Pp1/P2P1N1P/1BQ3B1/R3K2R w KQ - 0 18,h3g4,h3g4
WHITE,3r1rk1/1ppqbpp1/p1np4/8/1PP2Pb1/P2P1N2/1BQ3B1/R3K2R w KQ - 0 19,O-O-O,e1c1
WHITE,3r1rk1/1ppqb1p1/p1np4/5p2/1PP2Pb1/P2P1N2/1BQ3B1/2KR3R w - - 0 20,f3g5,f3g5
WHITE,3r1rk1/1ppq2p1/p1np4/5pb1/1PP2Pb1/P2P4/1BQ3B1/2KR3R w - - 0 21,g2d5,g2d5
WHITE,3r2k1/1ppq1rp1/p1np4/3B1pb1/1PP2Pb1/P2P4/1BQ5/2KR3R w - - 2 22,f4g5,f4g5
WHITE,3r2k1/1ppq1rp1/p1np4/3B1pP1/1PP5/P2P4/1BQ5/2Kb3R w - - 0 23,c2h2,c2h2
WHITE,3r1k2/1ppq1rp1/p1np4/3B1pP1/1PP5/P2P4/1B5Q/2Kb3R w - - 2 24,h2h8,h2h8
WHITE,3r3Q/1ppqkrp1/p1np4/3B1pP1/1PP5/P2P4/1B6/2Kb3R w - - 4 25,h8g7,h8g7
WHITE,3r4/1pp1krQ1/p1npq3/3B1pP1/1PP5/P2P4/1B6/2Kb3R w - - 1 26,b2f6,b2f6
WHITE,3rk3/1pp2rQ1/p1npqB2/3B1pP1/1PP5/P2P4/8/2Kb3R w - - 3 27,d5e6,d5e6
WHITE,3rk3/1pp3r1/p1npBB2/5pP1/1PP5/P2P4/8/2Kb3R w - - 0 28,h1h8,h1h8
BLACK,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,h7h6,h7h6
BLACK,rnbqkbnr/ppppppp1/7p/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 2,a7a6,a7a6
BLACK,rnbqkbnr/1pppppp1/p6p/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,e7e6,e7e6
BLACK,rnbqkbnr/1ppp1pp1/p3p2p/8/3PP3/3B1N2/PPP2PPP/RNBQK2R b KQkq - 1 4,d7d5,d7d5
BLACK,rnbqkbnr/1pp2pp1/p3p2p/3P4/3P4/3B1N2/PPP2PPP/RNBQK2R b KQkq - 0 5,e6d5,e6d5
BLACK,rnbqkbnr/1pp2pp1/p6p/3p4/3P4/3B1N2/PPP2PPP/RNBQ1RK1 b kq - 1 6,f8e7,f8e7
BLACK,rnbqk1nr/1pp1bpp1/p6p/3p4/3P4/3B1N2/PPP2PPP/RNBQR1K1 b kq - 3 7,g8f6,g8f6
BLACK,rnbqk2r/1pp1bpp1/p4n1p/3p4/3P4/3B1N2/PPPN1PPP/R1BQR1K1 b kq - 5 8,O-O,e8g8
BLACK,rnbq1rk1/1pp1bpp1/p4n1p/3p4/3P4/3B1N2/PPP2PPP/R1BQRNK1 b - - 7 9,c7c5,c7c5
BLACK,rnbq1rk1/1p2bpp1/p4n1p/2pp4/3P4/2PB1N2/PP3PPP/R1BQRNK1 b - - 0 10,b8c6,b8c6
BLACK,r1bq1rk1/1p2bpp1/p1n2n1p/2pp4/3P4/2PB1N1P/PP3PP1/R1BQRNK1 b - - 0 11,c5d4,c5d4
BLACK,r1bq1rk1/1p2bpp1/p1n2n1p/3p4/3P4/3B1N1P/PP3PP1/R1BQRNK1 b - - 0 12,f6e4,f6e4
BLACK,r1bq1rk1/1p2bpp1/p1n4p/3p4/3PB3/5N1P/PP3PP1/R1BQRNK1 b - - 0 13,d5e4,d5e4
BLACK,r1bq1rk1/1p2bpp1/p1n4p/8/3PR3/5N1P/PP3PP1/R1BQ1NK1 b - - 0 14,c8e6,c8e6
BLACK,r2q1rk1/1p2bpp1/p1n1b2p/8/3PR3/4NN1P/PP3PP1/R1BQ2K1 b - - 2 15,c6b4,c6b4
BLACK,r2q1rk1/1p2bpp1/p3b2p/3P4/1n2R3/4NN1P/PP3PP1/R1BQ2K1 b - - 0 16,b4d5,b4d5
BLACK,r2q1rk1/1p2bpp1/p3b2p/3N4/4R3/5N1P/PP3PP1/R1BQ2K1 b - - 0 17,e6d5,e6d5
BLACK,r2q1rk1/1p2Rpp1/p6p/3b4/8/5N1P/PP3PP1/R1BQ2K1 b - - 0 18,d5f3,d5f3
BLACK,r2Q1rk1/1p2Rpp1/p6p/8/8/5b1P/PP3PP1/R1B3K1 b - - 0 19,f8d8,f8d8
BLACK,r2r2k1/1p2Rpp1/p6p/8/8/5P1P/PP3P2/R1B3K1 b - - 0 20,d8d1,d8d1
BLACK,r5k1/1p2Rpp1/p6p/8/8/5P1P/PP3PK1/R1Br4 b - - 2 21,a8c8,a8c8
BLACK,2r3k1/1R3pp1/p6p/8/8/5P1P/PP3PK1/R1Br4 b - - 0 22,c8c1,c8c1
BLACK,6k1/1R3pp1/p6p/8/8/5P1P/PP3PK1/2Rr4 b - - 0 23,d1c1,d1c1
BLACK,6k1/1R3pp1/p6p/8/P7/5P1P/1P3PK1/2r5 b - - 0 24,c1a1,c1a1
BLACK,6k1/1R3pp1/p6p/8/P7/1P3P1P/5PK1/r7 b - - 0 25,a1c1,a1c1
BLACK,6k1/5pp1/pR5p/8/P7/1P3P1P/5PK1/2r5 b - - 2 26,a6a5,a6a5
BLACK,6k1/5pp1/7p/pR6/P7/1P3P1P/5PK1/2r5 b - - 1 27,c1c3,c1c3
BLACK,6k1/5pp1/7p/pR6/P6P/1Pr2P2/5PK1/8 b - - 0 28,g7g6,g7g6
BLACK,6k1/5p2/6pp/pR6/P6P/1Pr2PK1/5P2/8 b - - 1 29,g8g7,g8g7
BLACK,8/5pk1/6pp/pR6/P4K1P/1Pr2P2/5P2/8 b - - 3 30,h6h5,h6h5
BLACK,8/5pk1/6p1/pR5p/P3K2P/1Pr2P2/5P2/8 b - - 1 31,f7f6,f7f6
BLACK,8/1R4k1/5pp1/p6p/P3K2P/1Pr2P2/5P2/8 b - - 1 32,g7h6,g7h6
BLACK,8/8/1R3ppk/p6p/P3K2P/1Pr2P2/5P2/8 b - - 3 33,f6f5,f6f5
BLACK,8/8/1R4pk/p4p1p/P4K1P/1Pr2P2/5P2/8 b - - 1 34,c3d3,c3d3
BLACK,8/8/6pk/pR3p1p/P4K1P/1P1r1P2/5P2/8 b - - 3 35,d3c3,d3c3
BLACK,8/1R6/6pk/p4p1p/P4K1P/1Pr2P2/5P2/8 b - - 5 36,c3d3,c3d3
BLACK,8/1R6/6pk/p4p1p/P6P/1P1r1PK1/5P2/8 b - - 7 37,d3c3,d3c3
BLACK,8/8/6pk/pR3p1p/P6P/1Pr2PK1/5P2/8 b - - 9 38,c3d3,c3d3
BLACK,8/8/6pk/pR3p1p/P6P/1P1r1P2/5PK1/8 b - - 11 39,d3c3,d3c3
BLACK,8/8/6pk/pR3p1p/P4P1P/1Pr5/5PK1/8 b - - 0 40,h6g7,h6g7
BLACK,8/6k1/6p1/pR3p1p/P4P1P/1Pr5/5P2/5K2 b - - 2 41,c3f3,c3f3
BLACK,8/6k1/6p1/pR3p1p/P4P1P/1P3r2/4KP2/8 b - - 4 42,f3f4,f3f4
BLACK,8/6k1/6p1/R4p1p/P4r1P/1P6/4KP2/8 b - - 0 43,f4h4,f4h4
BLACK,8/6k1/6p1/1R3p1p/P6r/1P6/4KP2/8 b - - 1 44,h4h1,h4h1
BLACK,8/6k1/6p1/1R3p1p/P7/1P3K2/5P2/7r b - - 3 45,h1g1,h1g1
BLACK,8/6k1/6p1/5p1p/PR6/1P3K2/5P2/6r1 b - - 5 46,g6g5,g6g5
BLACK,8/1R4k1/8/5ppp/P7/1P3K2/5P2/6r1 b - - 1 47,g7f6,g7f6
BLACK,8/8/1R3k2/5ppp/P7/1P3K2/5P2/6r1 b - - 3 48,f6e5,f6e5
BLACK,8/8/8/1R2kppp/P7/1P3K2/5P2/6r1 b - - 5 49,e5e6,e5e6
BLACK,8/8/1R2k3/5ppp/P7/1P3K2/5P2/6r1 b - - 7 50,e6d7,e6d7
BLACK,8/3k4/7R/5ppp/P7/1P3K2/5P2/6r1 b - - 9 51,h5h4,h5h4
BLACK,8/3k4/7R/P4pp1/7p/1P3K2/5P2/6r1 b - - 0 52,h4h3,h4h3
BLACK,8/3k4/P6R/5pp1/8/1P3K1p/5P2/6r1 b - - 0 53,d7c7,d7c7
BLACK,8/2k5/P6R/5pp1/1P6/5K1p/5P2/6r1 b - - 0 54,g1b1,g1b1
BLACK,8/2k5/P6R/5pp1/1P6/6Kp/5P2/1r6 b - - 2 55,b1b3,b1b3
BLACK,8/2k5/P6R/5pp1/1P6/1r5p/5P1K/8 b - - 4 56,g5g4,g5g4
BLACK,7R/2k5/P7/5p2/1P4p1/1r5p/5P1K/8 b - - 1 57,c7b6,c7b6
BLACK,1R6/8/Pk6/5p2/1P4p1/1r5p/5P1K/8 b - - 3 58,b6a6,b6a6
BLACK,5R2/8/k7/5p2/1P4p1/1r5p/5P1K/8 b - - 1 59,b3f3,b3f3
WHITE,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,d2d4
WHITE,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,g1f3,g1f3
WHITE,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,c1f4,c1f4
WHITE,rnbqkb1r/pp2pppp/2p2n2/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 4,h2h3,h2h3
WHITE,rnb1kb1r/pp2pppp/1qp2n2/3p4/3P1B2/5N1P/PPP1PPP1/RN1QKB1R w KQkq - 1 5,d1c1,d1c1
WHITE,rn2kb1r/pp2pppp/1qp2n2/3p1b2/3P1B2/5N1P/PPP1PPP1/RNQ1KB1R w KQkq - 3 6,e2e3,e2e3
WHITE,rn2kb1r/pp3ppp/1qp1pn2/3p1b2/3P1B2/4PN1P/PPP2PP1/RNQ1KB1R w KQkq - 0 7,b1d2,b1d2
WHITE,r3kb1r/pp1n1ppp/1qp1pn2/3p1b2/3P1B2/4PN1P/PPPN1PP1/R1Q1KB1R w KQkq - 2 8,c2c4,c2c4
WHITE,r3k2r/pp1nbppp/1qp1pn2/3p1b2/2PP1B2/4PN1P/PP1N1PP1/R1Q1KB1R w KQkq - 1 9,c4c5,c4c5
WHITE,r2qk2r/pp1nbppp/2p1pn2/2Pp1b2/3P1B2/4PN1P/PP1N1PP1/R1Q1KB1R w KQkq - 1 10,b2b4,b2b4
WHITE,r2qk2r/pp1nbppp/2p1p3/2Pp1b2/1P1PnB2/4PN1P/P2N1PP1/R1Q1KB1R w KQkq - 1 11,d2b3,d2b3
WHITE,r1q1k2r/pp1nbppp/2p1p3/2Pp1b2/1P1PnB2/1N2PN1P/P4PP1/R1Q1KB1R w KQkq - 3 12,f3d2,f3d2
WHITE,r1q1k2r/pp1nbppp/2p1p3/2Pp1b2/1P1P1B2/1N2P2P/P2n1PP1/R1Q1KB1R w KQkq - 0 13,c1d2,c1d2
WHITE,r1q2rk1/pp1nbppp/2p1p3/2Pp1b2/1P1P1B2/1N2P2P/P2Q1PP1/R3KB1R w KQ - 1 14,b4b5,b4b5
WHITE,r1q2rk1/pp1n1ppp/2p1pb2/1PPp1b2/3P1B2/1N2P2P/P2Q1PP1/R3KB1R w KQ - 1 15,f4d6,f4d6
WHITE,r1q1r1k1/pp1n1ppp/2pBpb2/1PPp1b2/3P4/1N2P2P/P2Q1PP1/R3KB1R w KQ - 3 16,b5c6,b5c6
WHITE,r3r1k1/pp1n1ppp/2qBpb2/2Pp1b2/3P4/1N2P2P/P2Q1PP1/R3KB1R w KQ - 0 17,d2b4,d2b4
WHITE,r3r1k1/1p1n1ppp/p1qBpb2/2Pp1b2/1Q1P4/1N2P2P/P4PP1/R3KB1R w KQ - 0 18,b3a5,b3a5
WHITE,r1q1r1k1/1p1n1ppp/p2Bpb2/N1Pp1b2/1Q1P4/4P2P/P4PP1/R3KB1R w KQ - 2 19,b4b7,b4b7
WHITE,r1q1r1k1/1Q1n1ppp/p2B1b2/N1Pppb2/3P4/4P2P/P4PP1/R3KB1R w KQ - 0 20,b7c8,b7c8
WHITE,2r1r1k1/3n1ppp/p2B1b2/N1Pppb2/3P4/4P2P/P4PP1/R3KB1R w KQ - 0 21,O-O-O,e1c1
