MY_COLOR,IN_FEN,OUT_FORMAT,OUT_STANDARD
WHITE,2r1r1k1/3n1ppp/p2B1b2/N1Pp1b2/3p4/4P2P/P4PP1/2KR1B1R w - - 0 22,e3d4,e3d4
WHITE,2r3k1/3n1ppp/p2Brb2/N1Pp1b2/3P4/7P/P4PP1/2KR1B1R w - - 1 23,a5b7,a5b7
WHITE,2r3k1/1N3ppp/pn1Brb2/2Pp1b2/3P4/7P/P4PP1/2KR1B1R w - - 3 24,f1a6,f1a6
WHITE,2r3k1/1N3ppp/B2Brb2/2Pp1b2/n2P4/7P/P4PP1/2KR3R w - - 1 25,h1e1,h1e1
WHITE,2r3k1/1N3ppp/B2Br3/2Pp1bb1/n2P4/7P/P4PP1/2KRR3 w - - 3 26,f2f4,f2f4
WHITE,2r3k1/1N3ppp/B2r4/2Pp1bb1/n2P1P2/7P/P5P1/2KRR3 w - - 0 27,b7d6,b7d6
WHITE,2r3k1/5ppp/B2N4/2Pp1b2/n2P1b2/7P/P5P1/2KRR3 w - - 0 28,d1d2,d1d2
BLACK,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c7c6,c7c6
BLACK,rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,g7g6,g7g6
BLACK,rnbqkbnr/pp1ppp1p/2p3p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,d7d6,d7d6
BLACK,rnbqkbnr/pp2pp1p/2pp2p1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 1 4,b7b5,b7b5
BLACK,rnbqkbnr/p3pp1p/2pp2p1/1p6/3PP3/P1N2N2/1PP2PPP/R1BQKB1R b KQkq - 0 5,a7a6,a7a6
BLACK,rnbqkbnr/4pp1p/p1pp2p1/1p6/3PP3/P1N1BN2/1PP2PPP/R2QKB1R b KQkq - 1 6,b8d7,b8d7
BLACK,r1bqkbnr/3npp1p/p1pp2p1/1p6/3PP3/P1N1BN2/1PPQ1PPP/R3KB1R b KQkq - 3 7,c8b7,c8b7
BLACK,r2qkbnr/1b1npp1p/p1pp2p1/1p6/3PP3/P1NBBN2/1PPQ1PPP/R3K2R b KQkq - 5 8,e7e5,e7e5
BLACK,r2qkbnr/1b1n1p1p/p1pp2p1/1p2p3/3PP3/P1NBBN2/1PPQ1PPP/R4RK1 b kq - 1 9,g8f6,g8f6
BLACK,r2qkb1r/1b1n1p1p/p1pp1np1/1p2p3/3PP3/P1NBBN1P/1PPQ1PP1/R4RK1 b kq - 0 10,f8g7,f8g7
BLACK,r2qk2r/1b1n1pbp/p1pp1np1/1p2p3/3PP3/P2BBN1P/1PPQNPP1/R4RK1 b kq - 2 11,c6c5,c6c5
BLACK,r2qk2r/1b1n1pbp/p2p1np1/1pp1P3/4P3/P2BBN1P/1PPQNPP1/R4RK1 b kq - 0 12,d6e5,d6e5
BLACK,r2qk2r/1b1n1pbp/p4np1/1pp1p3/4P3/P2BBNNP/1PPQ1PP1/R4RK1 b kq - 1 13,c5c4,c5c4
BLACK,r2qk2r/1b1n1pbp/p4np1/1p2p3/2p1P3/P3BNNP/1PPQBPP1/R4RK1 b kq - 1 14,f6e4,f6e4
BLACK,r2qk2r/1b1n1pbp/p5p1/1p2p3/2p1N3/P3BN1P/1PPQBPP1/R4RK1 b kq - 0 15,b7e4,b7e4
BLACK,r2qk2r/3n1pbp/p5p1/1p2p3/2p1b3/P3BN1P/1PPQBPP1/R2R2K1 b kq - 1 16,d8e7,d8e7
BLACK,r3k2r/3nqpbp/p5p1/1p2p3/P1p1b3/4BN1P/1PPQBPP1/R2R2K1 b kq - 0 17,e4c6,e4c6
BLACK,r3k2r/3nqpbp/p1bQ2p1/1p2p3/P1p5/4BN1P/1PP1BPP1/R2R2K1 b kq - 2 18,a8c8,a8c8
BLACK,2r1k2r/3nqpbp/p1bQ2p1/1P2p3/2p5/4BN1P/1PP1BPP1/R2R2K1 b k - 0 19,c6b5,c6b5
BLACK,2r1k2r/3nqpbp/p2Q2p1/1b2p3/2p5/1P2BN1P/2P1BPP1/R2R2K1 b k - 0 20,e7d6,e7d6
BLACK,2r1k2r/3n1pbp/p2R2p1/1b2p3/2p5/1P2BN1P/2P1BPP1/R5K1 b k - 0 21,e8e7,e8e7
BLACK,2r4r/3nkpbp/p2R2p1/1b2p3/2p5/1P2BN1P/2P1BPP1/3R2K1 b - - 2 22,c8c7,c8c7
BLACK,7r/2rnkpbp/p2R2p1/1b2p3/2B5/1P2BN1P/2P2PP1/3R2K1 b - - 0 23,b5c4,b5c4
BLACK,7r/2rnkpbp/p2R2p1/4p3/2P5/4BN1P/2P2PP1/3R2K1 b - - 0 24,h8a8,h8a8
BLACK,r7/2rnkpbp/p2R2p1/4p1N1/2P5/4B2P/2P2PP1/3R2K1 b - - 2 25,a6a5,a6a5
BLACK,r7/2rnkpbp/3R2p1/p1P1p1N1/8/4B2P/2P2PP1/3R2K1 b - - 0 26,d7b8,d7b8
BLACK,rn6/2r1kpbN/3R2p1/p1P1p3/8/4B2P/2P2PP1/3R2K1 b - - 0 27,f7f6,f7f6
BLACK,rn6/2r1k1bN/3R1ppB/p1P1p3/8/7P/2P2PP1/3R2K1 b - - 1 28,g7h6,g7h6
BLACK,rn6/2r1k3/3R1Npb/p1P1p3/8/7P/2P2PP1/3R2K1 b - - 0 29,e7f7,e7f7
BLACK,rn6/2r2k2/3R2pb/p1PNp3/8/7P/2P2PP1/3R2K1 b - - 2 30,c7c5,c7c5
BLACK,rn1R4/5k2/6pb/p1rNp3/8/7P/2P2PP1/3R2K1 b - - 1 31,h6g5,h6g5
BLACK,rn5R/5k2/6p1/p1rNp1b1/8/7P/2P2PP1/3R2K1 b - - 3 32,f7g7,f7g7
BLACK,rn2R3/6k1/6p1/p1rNp1b1/8/7P/2P2PP1/3R2K1 b - - 5 33,a5a4,a5a4
BLACK,rn2R3/6k1/1N4p1/2r1p1b1/p7/7P/2P2PP1/3R2K1 b - - 1 34,a8a7,a8a7
BLACK,1R6/r5k1/1N4p1/2r1p1b1/p7/7P/2P2PP1/3R2K1 b - - 0 35,a4a3,a4a3
BLACK,1R6/r2N2k1/6p1/2r1p1b1/8/p6P/2P2PP1/3R2K1 b - - 1 36,c5a5,c5a5
BLACK,1R6/r2N2k1/3R2p1/r3p1b1/8/p6P/2P2PP1/6K1 b - - 3 37,a3a2,a3a2
BLACK,1R6/r5k1/3R2p1/r3N1b1/8/7P/p1P2PP1/6K1 b - - 0 38,a2a1q,a2a1q
BLACK,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,a7a6,a7a6
BLACK,rnbqkbnr/1ppppppp/p7/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,h7h6,h7h6
BLACK,rnbqkbnr/1pppppp1/p6p/8/3PP3/3B4/PPP2PPP/RNBQK1NR b KQkq - 1 3,e7e6,e7e6
BLACK,rnbqkbnr/1ppp1pp1/p3p2p/8/3PP3/3B1N2/PPP2PPP/RNBQK2R b KQkq - 1 4,g7g6,g7g6
BLACK,rnbqkbnr/1ppp1p2/p3p1pp/8/3PP3/3B1N2/PPP2PPP/RNBQ1RK1 b kq - 1 5,d7d6,d7d6
BLACK,rnbqkbnr/1pp2p2/p2pp1pp/8/2PPP3/3B1N2/PP3PPP/RNBQ1RK1 b kq - 0 6,b7b6,b7b6
BLACK,rnbqkbnr/2p2p2/pp1pp1pp/8/2PPP3/2NB1N2/PP3PPP/R1BQ1RK1 b kq - 1 7,f8g7,f8g7
BLACK,rnbqk1nr/2p2pb1/pp1pp1pp/8/2PPP3/2NBBN2/PP3PPP/R2Q1RK1 b kq - 3 8,c8b7,c8b7
BLACK,rn1qk1nr/1bp2pb1/pp1pp1pp/3P4/2P1P3/2NBBN2/PP3PPP/R2Q1RK1 b kq - 0 9,g7c3,g7c3
BLACK,rn1qk1nr/1bp2p2/pp1pp1pp/3P4/2P1P3/2PBBN2/P4PPP/R2Q1RK1 b kq - 0 10,e6e5,e6e5
BLACK,rn1qk1nr/1bp2p2/pp1p2pp/2PPp3/4P3/2PBBN2/P4PPP/R2Q1RK1 b kq - 0 11,b6c5,b6c5
BLACK,rn1qk1nr/1bp2p2/p2p2pp/2pPp3/Q3P3/2PBBN2/P4PPP/R4RK1 b kq - 1 12,b8d7,b8d7
BLACK,r2qk1nr/1bpn1p2/p2p2pp/2pPp3/Q3P3/2PBBN2/P4PPP/1R3RK1 b kq - 3 13,b7c8,b7c8
BLACK,r1bqk1nr/2pn1p2/p2p2pp/1BpPp3/Q3P3/2P1BN2/P4PPP/1R3RK1 b kq - 5 14,a6b5,a6b5
BLACK,Q1bqk1nr/2pn1p2/3p2pp/1ppPp3/4P3/2P1BN2/P4PPP/1R3RK1 b k - 0 15,d7b6,d7b6
BLACK,2bqk1nr/Q1p2p2/1n1p2pp/1ppPp3/4P3/2P1BN2/P4PPP/1R3RK1 b k - 2 16,c8d7,c8d7
BLACK,3qk1nr/Q1pb1p2/1n1p2pp/1ppPN3/4P3/2P1B3/P4PPP/1R3RK1 b k - 0 17,d6e5,d6e5
BLACK,3qk1nr/Q1pb1p2/1n4pp/1pBPp3/4P3/2P5/P4PPP/1R3RK1 b k - 0 18,b6c4,b6c4
BLACK,3qk1nr/Q1pb1p2/6pp/1pBPp3/P1n1P3/2P5/5PPP/1R3RK1 b k - 0 19,g8e7,g8e7
BLACK,3qk2r/Q1pbnp2/6pp/1PBPp3/2n1P3/2P5/5PPP/1R3RK1 b k - 0 20,e7c8,e7c8
BLACK,2nqk2r/2pb1p2/6pp/1PBPp3/2n1P3/2P5/Q4PPP/1R3RK1 b k - 2 21,c4d6,c4d6
BLACK,2nqk2r/2pb1p2/3n2pp/1PBPp3/4P3/2P5/4QPPP/1R3RK1 b k - 4 22,c8b6,c8b6
BLACK,3qk2r/2pb1p2/1n1n2pp/1PBPp3/4PP2/2P5/4Q1PP/1R3RK1 b k - 0 23,f7f6,f7f6
BLACK,3qk2r/2pb4/1n1n1ppp/1PBPP3/4P3/2P5/4Q1PP/1R3RK1 b k - 0 24,f6e5,f6e5
BLACK,3qk2r/2pb4/1n1B2pp/1P1Pp3/4P3/2P5/4Q1PP/1R3RK1 b k - 0 25,c7d6,c7d6
BLACK,3qk2r/3b4/1n1p2pp/1P1Pp3/4P3/2P5/5QPP/1R3RK1 b k - 1 26,d7f5,d7f5
BLACK,3qk2r/8/1n1p2pp/1P1PpP2/8/2P5/5QPP/1R3RK1 b k - 0 27,O-O,e8g8
BLACK,3q1rk1/8/1n1p1Ppp/1P1Pp3/8/2P5/5QPP/1R3RK1 b - - 0 28,g8f7,g8f7
BLACK,3q1r2/5k2/1n1p1Ppp/1P1Pp3/2P5/8/5QPP/1R3RK1 b - - 0 29,d8c7,d8c7
BLACK,5r2/2q2k2/1n1p1Ppp/1PPPp3/8/8/5QPP/1R3RK1 b - - 0 30,d6c5,d6c5
BLACK,5r2/2q2k2/1n1P1Ppp/1Pp1p3/8/8/5QPP/1R3RK1 b - - 0 31,c7d6,c7d6
BLACK,5r2/5k2/1n1q1Ppp/1Pp1p3/8/8/5QPP/1R1R2K1 b - - 1 32,d6c7,d6c7
BLACK,5r2/2q2k2/1n3Ppp/1Pp1p3/8/8/Q5PP/1R1R2K1 b - - 3 33,c5c4,c5c4
BLACK,5r2/2q2k2/1n3Ppp/1P2p3/2p5/8/Q5PP/R2R2K1 b - - 1 34,f8c8,f8c8
BLACK,2r5/Q1q2k2/1n3Ppp/1P2p3/2p5/8/6PP/R2R2K1 b - - 3 35,c4c3,c4c3
BLACK,2r5/2Q2k2/1n3Ppp/1P2p3/8/2p5/6PP/R2R2K1 b - - 0 36,c8c7,c8c7
BLACK,8/2r2k2/1n3Ppp/1P2p3/8/2p5/6PP/R1R3K1 b - - 1 37,e5e4,e5e4
BLACK,8/2r2k2/Rn3Ppp/1P6/4p3/2p5/6PP/2R3K1 b - - 1 38,b6d5,b6d5
BLACK,8/2r2k2/2R2Ppp/1P1n4/4p3/2p5/6PP/2R3K1 b - - 3 39,c7b7,c7b7
BLACK,8/1r3k2/5Ppp/1PRn4/4p3/2p5/6PP/2R3K1 b - - 5 40,d5f4,d5f4
BLACK,8/1r3k2/5Ppp/1PR5/4pn2/2R5/6PP/6K1 b - - 0 41,f4e2,f4e2
BLACK,8/1r3k2/5Ppp/1PR5/4p3/2R5/4nKPP/8 b - - 2 42,e2c3,e2c3
BLACK,8/1r3k2/5Ppp/1P6/4p3/2R5/5KPP/8 b - - 0 43,b7b5,b7b5
BLACK,8/5k2/5Ppp/1r6/4p3/2R1K3/6PP/8 b - - 1 44,b5b2,b5b2
BLACK,8/5k2/5Ppp/8/4K3/2R5/1r4PP/8 b - - 0 45,b2g2,b2g2
BLACK,8/5k2/5Ppp/8/4K3/7R/6rP/8 b - - 1 46,h6h5,h6h5
BLACK,8/5k2/5Pp1/7p/8/5K1R/6rP/8 b - - 1 47,g2a2,g2a2
BLACK,8/5k2/5Pp1/7p/7R/5K2/r6P/8 b - - 3 48,f7f6,f7f6
BLACK,8/8/5kp1/7p/7R/6K1/r6P/8 b - - 1 49,a2a3,a2a3
BLACK,8/8/5kp1/7p/7R/r7/6KP/8 b - - 3 50,f6f5,f6f5
BLACK,8/8/6p1/5k1p/1R6/r7/6KP/8 b - - 5 51,a3e3,a3e3
BLACK,8/8/6p1/5k1p/1R6/4r2P/6K1/8 b - - 0 52,e3e4,e3e4
BLACK,8/8/6p1/1R3k1p/4r3/7P/6K1/8 b - - 2 53,f5f4,f5f4
BLACK,8/8/1R4p1/7p/4rk2/7P/6K1/8 b - - 4 54,e4e2,e4e2
BLACK,8/8/1R4p1/7p/5k2/7P/4r3/5K2 b - - 6 55,e2e3,e2e3
BLACK,8/8/6R1/7p/5k2/4r2P/8/5K2 b - - 0 56,e3h3,e3h3
BLACK,8/8/6R1/7p/5k2/7r/6K1/8 b - - 1 57,h3a3,h3a3
BLACK,8/8/5R2/7p/5k2/r7/6K1/8 b - - 3 58,f4g4,f4g4
BLACK,8/8/6R1/7p/6k1/r7/6K1/8 b - - 5 59,g4h4,g4h4
BLACK,6R1/8/8/7p/7k/r7/6K1/8 b - - 7 60,a3a2,a3a2
BLACK,6R1/8/8/7p/7k/8/r7/7K b - - 9 61,a2a4,a2a4
BLACK,6R1/8/8/7p/r6k/8/7K/8 b - - 11 62,a4f4,a4f4
BLACK,8/8/8/7p/5r1k/8/6RK/8 b - - 13 63,f4f3,f4f3
BLACK,8/8/8/7p/7k/5r2/7K/6R1 b - - 15 64,f3f2,f3f2
BLACK,8/8/8/7p/7k/8/5rRK/8 b - - 17 65,f2f6,f2f6
BLACK,8/8/5r2/7p/7k/8/7K/6R1 b - - 19 66,f6a6,f6a6
BLACK,8/8/r7/7p/7k/8/6RK/8 b - - 21 67,a6a3,a6a3
BLACK,8/8/8/7p/7k/r7/7K/6R1 b - - 23 68,a3a4,a3a4
BLACK,8/8/8/7p/r6k/8/6K1/6R1 b - - 25 69,a4a3,a4a3
BLACK,8/8/8/7p/7k/r7/7K/6R1 b - - 27 70,a3b3,a3b3
BLACK,8/8/8/7p/7k/1r6/6RK/8 b - - 29 71,b3h3,b3h3
BLACK,8/8/8/7p/7k/7r/6R1/6K1 b - - 31 72,h3f3,h3f3
BLACK,8/8/8/7p/7k/5r2/6RK/8 b - - 33 73,f3f4,f3f4
BLACK,8/8/8/7p/5r1k/8/6R1/6K1 b - - 35 74,f4g4,f4g4
WHITE,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d3,d2d3
WHITE,rnbqkbnr/ppp1pppp/8/3p4/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 0 2,g2g3,g2g3
WHITE,rnbqkbnr/pp2pppp/8/2pp4/8/3P2P1/PPP1PP1P/RNBQKBNR w KQkq - 0 3,f1g2,f1g2
WHITE,r1bqkbnr/pp2pppp/2n5/2pp4/8/3P2P1/PPP1PPBP/RNBQK1NR w KQkq - 2 4,c2c3,c2c3
WHITE,r1bqkb1r/pp2pppp/2n2n2/2pp4/8/2PP2P1/PP2PPBP/RNBQK1NR w KQkq - 1 5,a2a3,a2a3
WHITE,r1bqkb1r/1p2pppp/2n2n2/p1pp4/8/P1PP2P1/1P2PPBP/RNBQK1NR w KQkq - 0 6,a3a4,a3a4
WHITE,r1bqkb1r/1p3ppp/2n2n2/p1ppp3/P7/2PP2P1/1P2PPBP/RNBQK1NR w KQkq - 0 7,b1a3,b1a3
WHITE,r1bqk2r/1p2bppp/2n2n2/p1ppp3/P7/N1PP2P1/1P2PPBP/R1BQK1NR w KQkq - 2 8,c1g5,c1g5
WHITE,r1bqk2r/1p2bpp1/2n2n1p/p1ppp1B1/P7/N1PP2P1/1P2PPBP/R2QK1NR w KQkq - 0 9,g5f6,g5f6
WHITE,r1bqk2r/1p3pp1/2n2b1p/p1ppp3/P7/N1PP2P1/1P2PPBP/R2QK1NR w KQkq - 0 10,e2e4,e2e4
WHITE,r1bqk2r/1p3pp1/2n2b1p/p1p1p3/P2pP3/N1PP2P1/1P3PBP/R2QK1NR w KQkq - 0 11,h2h4,h2h4
WHITE,r1bqk2r/5pp1/1pn2b1p/p1p1p3/P2pP2P/N1PP2P1/1P3PB1/R2QK1NR w KQkq - 0 12,g1f3,g1f3
WHITE,r1bq1rk1/5pp1/1pn2b1p/p1p1p3/P2pP2P/N1PP1NP1/1P3PB1/R2QK2R w KQ - 2 13,d1c2,d1c2
WHITE,r2q1rk1/5pp1/bpn2b1p/p1p1p3/P2pP2P/N1PP1NP1/1PQ2PB1/R3K2R w KQ - 4 14,g2f1,g2f1
WHITE,2rq1rk1/5pp1/bpn2b1p/p1p1p3/P2pP2P/N1PP1NP1/1PQ2P2/R3KB1R w KQ - 6 15,f3d2,f3d2
WHITE,2rq1rk1/n4pp1/bp3b1p/p1p1p3/P2pP2P/N1PP2P1/1PQN1P2/R3KB1R w KQ - 8 16,d2c4,d2c4
WHITE,r2q1rk1/n4pp1/bp3b1p/p1p1p3/P1NpP2P/N1PP2P1/1PQ2P2/R3KB1R w KQ - 10 17,c2b3,c2b3
WHITE,1r1q1rk1/n4pp1/bp3b1p/p1p1p3/P1NpP2P/NQPP2P1/1P3P2/R3KB1R w KQ - 12 18,a3b5,a3b5
WHITE,1r1q1rk1/5pp1/bp3b1p/pnp1p3/P1NpP2P/1QPP2P1/1P3P2/R3KB1R w KQ - 0 19,a4b5,a4b5
WHITE,1r1q1rk1/1b3pp1/1p3b1p/pPp1p3/2NpP2P/1QPP2P1/1P3P2/R3KB1R w KQ - 1 20,e1e2,e1e2
WHITE,1r3rk1/1bq2pp1/1p3b1p/pPp1p3/2NpP2P/1QPP2P1/1P2KP2/R4B1R w - - 3 21,f1h3,f1h3
WHITE,3r1rk1/1bq2pp1/1p3b1p/pPp1p3/2NpP2P/1QPP2PB/1P2KP2/R6R w - - 5 22,a1f1,a1f1
WHITE,3rr1k1/1bq2pp1/1p3b1p/pPp1p3/2NpP2P/1QPP2PB/1P2KP2/5R1R w - - 7 23,h3g4,h3g4
WHITE,3r2k1/1bq1rpp1/1p3b1p/pPp1p3/2NpP1BP/1QPP2P1/1P2KP2/5R1R w - - 9 24,g4h3,g4h3
WHITE,3r2k1/1bq1rpp1/1p3b2/pPp1p2p/2NpP2P/1QPP2PB/1P2KP2/5R1R w - - 0 25,f2f3,f2f3
WHITE,3r2k1/1bq1rp2/1p3bp1/pPp1p2p/2NpP2P/1QPP1PPB/1P2K3/5R1R w - - 0 26,g3g4,g3g4
WHITE,3r2k1/1bq1rp2/1p3bp1/pPp1p3/2NpP1pP/1QPP1P1B/1P2K3/5R1R w - - 0 27,h3g4,h3g4
WHITE,3r4/1bq1rpk1/1p3bp1/pPp1p3/2NpP1BP/1QPP1P2/1P2K3/5R1R w - - 1 28,f1g1,f1g1
WHITE,7r/1bq1rpk1/1p3bp1/pPp1p3/2NpP1BP/1QPP1P2/1P2K3/6RR w - - 3 29,b3c2,b3c2
WHITE,8/1bq1rpk1/1p3bp1/pPp1p3/2NpP1Br/2PP1P2/1PQ1K3/6RR w - - 0 30,h1h4,h1h4
WHITE,8/1bq1rpk1/1p4p1/pPp1p3/2NpP1Bb/2PP1P2/1PQ1K3/6R1 w - - 0 31,c2c1,c2c1
WHITE,4r3/1bq2pk1/1p4p1/pPp1p3/2NpP1Bb/2PP1P2/1P2K3/2Q3R1 w - - 2 32,g1h1,g1h1
WHITE,7r/1bq2pk1/1p4p1/pPp1p3/2NpP1Bb/2PP1P2/1P2K3/2Q4R w - - 4 33,h1h3,h1h3
WHITE,3b3r/1bq2pk1/1p4p1/pPp1p3/2NpP1B1/2PP1P1R/1P2K3/2Q5 w - - 6 34,c1h1,c1h1
WHITE,3b4/1bq2pk1/1p4p1/pPp1p3/2NpP1B1/2PP1P1r/1P2K3/7Q w - - 0 35,h1h3,h1h3
WHITE,3b4/1b2qpk1/1p4p1/pPp1p3/2NpP1B1/2PP1P1Q/1P2K3/8 w - - 1 36,e2d2,e2d2
WHITE,3b4/1b2qpk1/1p4p1/1Pp1p3/p1NpP1B1/2PP1P1Q/1P1K4/8 w - - 0 37,d2c2,d2c2
WHITE,8/1bb1qpk1/1p4p1/1Pp1p3/p1NpP1B1/2PP1P1Q/1PK5/8 w - - 2 38,g4c8,g4c8
WHITE,b1B5/2b1qpk1/1p4p1/1Pp1p3/p1NpP3/2PP1P1Q/1PK5/8 w - - 4 39,h3g4,h3g4
WHITE,b1B3k1/2b1qp2/1p4p1/1Pp1p3/p1NpP1Q1/2PP1P2/1PK5/8 w - - 6 40,c2b1,c2b1
WHITE,b1Bq2k1/2b2p2/1p4p1/1Pp1p3/p1NpP1Q1/2PP1P2/1P6/1K6 w - - 8 41,b1c2,b1c2
WHITE,b1B3k1/2b1qp2/1p4p1/1Pp1p3/p1NpP1Q1/2PP1P2/1PK5/8 w - - 10 42,c2b1,c2b1
WHITE,b1Bq2k1/2b2p2/1p4p1/1Pp1p3/p1NpP1Q1/2PP1P2/1P6/1K6 w - - 12 43,g4d7,g4d7
WHITE,b1B3k1/2bq1p2/1p4p1/1Pp1p3/p1NpP3/2PP1P2/1P6/1K6 w - - 0 44,c8d7,c8d7
WHITE,6k1/1bbB1p2/1p4p1/1Pp1p3/p1NpP3/2PP1P2/1P6/1K6 w - - 1 45,b1a2,b1a2
WHITE,8/1bbB1pk1/1p4p1/1Pp1p3/p1NpP3/2PP1P2/KP6/8 w - - 3 46,a2a3,a2a3
WHITE,8/1bbB1p2/1p3kp1/1Pp1p3/p1NpP3/K1PP1P2/1P6/8 w - - 5 47,a3a4,a3a4
WHITE,8/1bbB1p2/1p4p1/1Pp1p1k1/K1NpP3/2PP1P2/1P6/8 w - - 1 48,b2b4,b2b4
WHITE,8/1bbB1p2/1p4p1/1P2p1k1/KpNpP3/2PP1P2/8/8 w - - 0 49,c3d4,c3d4
WHITE,8/1bbB1p2/1p4p1/1P4k1/KpNpP3/3P1P2/8/8 w - - 0 50,a4b4,a4b4
WHITE,8/1bbB1p2/1p4p1/1P6/1KNpPk2/3P1P2/8/8 w - - 1 51,d7e8,d7e8
WHITE,4B3/1bb5/1p3pp1/1P6/1KNpPk2/3P1P2/8/8 w - - 0 52,e8g6,e8g6
WHITE,8/1bb5/1p3pB1/1P6/1KNpP3/3P1k2/8/8 w - - 0 53,c4b2,c4b2
WHITE,2b5/2b5/1p3pB1/1P6/1K1pP3/3P1k2/1N6/8 w - - 2 54,g6f5,g6f5
WHITE,8/2b5/1p3p2/1P3b2/1K1pP3/3P1k2/1N6/8 w - - 0 55,e4f5,e4f5
WHITE,8/2b5/1p3p2/1P3P2/1K1p1k2/3P4/1N6/8 w - - 1 56,b4c4,b4c4
WHITE,8/2b5/1p3p2/1P3k2/2Kp4/3P4/1N6/8 w - - 0 57,c4d5,c4d5
WHITE,8/2b5/1p3p2/1P1K4/3p2k1/3P4/1N6/8 w - - 2 58,d5c6,d5c6
WHITE,3b4/8/1pK2p2/1P6/3p2k1/3P4/1N6/8 w - - 4 59,c6d7,c6d7
WHITE,3b4/3K4/1p6/1P3p2/3p2k1/3P4/1N6/8 w - - 0 60,d7d8,d7d8
WHITE,3K4/8/1p6/1P6/3p1pk1/3P4/1N6/8 w - - 0 61,b2c4,b2c4
WHITE,3K4/8/1p6/1P6/2Np2k1/3P1p2/8/8 w - - 0 62,d8c7,d8c7
WHITE,8/2K5/1p6/1P6/2Np1k2/3P1p2/8/8 w - - 2 63,c7b6,c7b6
WHITE,8/8/1K6/1P6/2Np1k2/3P4/5p2/8 w - - 0 64,c4d2,c4d2
WHITE,8/8/1K6/1P6/3p4/3Pk3/3N1p2/8 w - - 2 65,d2f1,d2f1
WHITE,8/8/1K6/1P6/3p4/3k4/5p2/5N2 w - - 0 66,b6c5,b6c5
WHITE,8/8/8/1PK5/3p4/8/4kp2/5N2 w - - 2 67,f1g3,f1g3
WHITE,8/8/8/1PK5/3p4/5kN1/5p2/8 w - - 4 68,g3f1,g3f1
WHITE,8/8/8/1PK5/3p4/8/4kp2/5N2 w - - 6 69,b5b6,b5b6
WHITE,8/8/1P6/2K5/3p4/8/5p2/5k2 w - - 0 70,b6b7,b6b7
WHITE,8/1P6/8/2K5/3p4/8/5p2/4k3 w - - 1 71,b7b8q,b7b8q
WHITE,1Q6/8/8/2K5/3p4/8/8/4kq2 w - - 0 72,b8b1,b8b1
WHITE,8/8/8/2K5/3p4/8/4k3/1Q3q2 w - - 2 73,b1e4,b1e4
WHITE,8/8/8/2K5/3pQ3/8/8/3k1q2 w - - 4 74,e4b1,e4b1
BLACK,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,b7b6,b7b6
BLACK,rnbqkbnr/p1pppppp/1p6/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 2,c8b7,c8b7
BLACK,rn1qkbnr/pbpppppp/1p6/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 2 3,e7e6,e7e6
BLACK,rn1qkbnr/pbpp1ppp/1p2p3/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,f8b4,f8b4
BLACK,rn1qk1nr/pbpp1ppp/1p2p3/8/1b1PP3/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 2 5,g8f6,g8f6
BLACK,rn1qk2r/pbpp1ppp/1p2pn2/8/1b1PP3/2NB1N2/PPP1QPPP/R1B1K2R b KQkq - 4 6,d7d5,d7d5
BLACK,rn1qk2r/pbp2ppp/1p2pn2/3P4/1b1P4/2NB1N2/PPP1QPPP/R1B1K2R b KQkq - 0 7,d8d5,d8d5
BLACK,rn2k2r/pbp2ppp/1p2pn2/3q4/1b1P4/2NB1N2/PPP1QPPP/R1B2RK1 b kq - 1 8,b4c3,b4c3
BLACK,rn2k2r/pbp2ppp/1p2pn2/3q4/3P4/2PB1N2/P1P1QPPP/R1B2RK1 b kq - 0 9,d5h5,d5h5
BLACK,rn2k2r/pbp2ppp/1p2pn2/4N2q/3P4/2PB4/P1P1QPPP/R1B2RK1 b kq - 2 10,h5e2,h5e2
BLACK,rn2k2r/pbp2ppp/1p2pn2/4N3/3P4/2P5/P1P1BPPP/R1B2RK1 b kq - 0 11,b8d7,b8d7
BLACK,r3k2r/pbpN1ppp/1p2pn2/8/3P4/2P5/P1P1BPPP/R1B2RK1 b kq - 0 12,e8d7,e8d7
BLACK,r6r/pbpk1ppp/1p2pn2/8/3P4/2P5/P1P1BPPP/R1B1R1K1 b - - 1 13,b7e4,b7e4
