INDEX,COLOR,OUT_INDEX,OUTPUT_DATA_REL,OUTPUT_DATA_FMT,OUTPUT_DATA_RAW
7935,WHITE,882,g5h6,g5h6,g5h6
7936,WHITE,16,a1h1,a1h1,a1h1
7937,WHITE,313,g2d5,g2d5,g2d5
7938,WHITE,1101,h6g5,h6g5,h6g5
7939,WHITE,881,g5e7,g5e7,g5e7
7940,WHITE,1214,e7e5,e7e5,e7e5
7941,WHITE,833,e5e6,e5e6,e5e6
7942,WHITE,1027,e6b6,e6b6,e6b6
7943,WHITE,181,a2a3,a2a3,a2a3
7944,WHITE,958,b6d4,b6d4,b6d4
7945,WHITE,222,c2c4,c2c4,c2c4
7946,WHITE,249,d2c3,d2c3,d2c3
7947,WHITE,619,d4g4,d4g4,d4g4
7948,WHITE,200,b2b4,b2b4,b2b4
7949,WHITE,690,g4g6,g4g6,g4g6
7950,WHITE,566,b4b5,b4b5,b4b5
7951,WHITE,1082,g6e4,g6e4,g6e4
7952,WHITE,638,e4b7,e4b7,e4b7
7953,WHITE,1132,b7b8,b7b8,b7b8
7954,WHITE,756,b5b6,b5b6,b5b6
7955,BLACK,202,b2b3,g7g6,g7g6
7956,BLACK,57,c1b2,f8g7,f8g7
7957,BLACK,271,e2e3,d7d6,d7d6
7958,BLACK,120,f1e2,c8d7,c8d7
7959,BLACK,291,f2f4,c7c5,c7c5
7960,BLACK,1460,b1c3,g8f6,g8f6
7961,BLACK,314,g2g4,b7b5,b7b5
7962,BLACK,455,e3d4,d6e5,d6e5
7963,BLACK,693,g4g5,b5b4,b5b4
7964,BLACK,102,e1f1,d8c8,d8c8
7965,BLACK,1481,g1e2,b8d7,b8d7
7966,BLACK,1,O-O,O-O,e8g8
7967,BLACK,1538,c3d1,f6e8,f6e8
7968,BLACK,1467,d1e3,e8d6,e8d6
7969,BLACK,337,h2h4,a7a5,a7a5
7970,BLACK,882,g5h6,b4a3,b4a3
7971,BLACK,715,h4h5,a5a4,a5a4
7972,BLACK,193,b2g7,g7b2,g7b2
7973,BLACK,906,h5g6,a4b3,a4b3
7974,BLACK,155,h1h5,a8a4,a8a4
7975,BLACK,908,h5f5,a4c4,a4c4
7976,BLACK,62,c1d1,f8e8,f8e8
7977,BLACK,124,f1d1,c8e8,c8e8
7978,BLACK,863,f5e5,c4d4,c4d4
7979,BLACK,82,d1e1,e8d8,e8d8
7980,BLACK,179,a2a4,h7h5,h7h5
7981,BLACK,1506,e2c3,d7f6,d7f6
7982,BLACK,837,e5f5,d4c4,d4c4
7983,BLACK,103,e1d1,d8e8,d8e8
7984,BLACK,77,d1d2,e8e7,e8e7
7985,BLACK,257,d2e1,e7d8,e7d8
7986,BLACK,1533,c3b5,f6g4,f6g4
7987,BLACK,1633,b5d4,g4e5,g4e5
7988,BLACK,856,f5f7,c4c2,c4c2
7989,BLACK,94,e1g3,d8b6,d8b6
7990,BLACK,514,g3f2,b6c7,b6c7
7991,BLACK,1234,f7f6,c2c3,c2c3
7992,BLACK,226,c2b3,f7g6,f7g6
7993,BLACK,1553,e3c2,d6f7,d6f7
7994,BLACK,42,b1c1,g8f8,g8f8
7995,BLACK,1042,f6f8,c3c1,c3c1
7996,BLACK,294,f2f3,c7c6,c7c6
7997,WHITE,245,d2d4,d2d4,d2d4
7998,WHITE,1480,g1f3,g1f3,g1f3
7999,WHITE,222,c2c4,c2c4,c2c4
8000,WHITE,589,c4d5,c4d5,c4d5
8001,WHITE,1460,b1c3,b1c3,b1c3
8002,WHITE,616,d4d5,d4d5,d4d5
8003,WHITE,72,d1a4,d1a4,d1a4
8004,WHITE,1532,c3d5,c3d5,c3d5
8005,WHITE,270,e2f3,e2f3,e2f3
8006,WHITE,114,f1c4,f1c4,f1c4
8007,WHITE,52,c1e3,c1e3,c1e3
8008,WHITE,1,O-O,O-O,e1g1
8009,WHITE,479,f3f4,f3f4,f3f4
8010,WHITE,200,b2b4,b2b4,b2b4
8011,WHITE,566,b4b5,b4b5,b4b5
8012,WHITE,541,a4a7,a4a7,a4a7
8013,WHITE,756,b5b6,b5b6,b5b6
8014,WHITE,20,a1d1,a1d1,a1d1
8015,WHITE,1111,a7a8,a7a8,a7a8
8016,WHITE,588,c4a6,c4a6,c4a6
8017,WHITE,946,b6b7,b6b7,b6b7
8018,WHITE,449,e3b6,e3b6,e3b6
8019,WHITE,1296,a8b8,a8b8,a8b8
8020,WHITE,84,d1b1,d1b1,d1b1
8021,WHITE,179,a2a4,a2a4,a2a4
8022,WHITE,202,b2b3,b2b3,b2b3
8023,WHITE,57,c1b2,c1b2,c1b2
8024,WHITE,271,e2e3,e2e3,e2e3
8025,WHITE,1480,g1f3,g1f3,g1f3
8026,WHITE,245,d2d4,d2d4,d2d4
8027,WHITE,222,c2c4,c2c4,c2c4
8028,WHITE,1460,b1c3,b1c3,b1c3
8029,WHITE,120,f1e2,f1e2,f1e2
8030,WHITE,1,O-O,O-O,e1g1
8031,WHITE,1561,f3d2,f3d2,f3d2
8032,WHITE,294,f2f3,f2f3,f2f3
8033,WHITE,201,b2c3,b2c3,b2c3
8034,WHITE,479,f3f4,f3f4,f3f4
8035,WHITE,270,e2f3,e2f3,e2f3
8036,WHITE,405,c3b4,c3b4,c3b4
8037,WHITE,21,a1c1,a1c1,a1c1
8038,WHITE,56,c1c2,c1c2,c1c2
8039,WHITE,668,f4g5,f4g5,f4g5
8040,WHITE,76,d1e2,d1e2,d1e2
8041,WHITE,123,f1e1,f1e1,f1e1
8042,WHITE,317,g2g3,g2g3,g2g3
8043,WHITE,488,f3g2,f3g2,f3g2
8044,WHITE,1499,d2f3,d2f3,d2f3
8045,WHITE,1557,f3e5,f3e5,f3e5
8046,WHITE,264,e2h5,e2h5,e2h5
8047,WHITE,589,c4d5,c4d5,c4d5
8048,WHITE,313,g2d5,g2d5,g2d5
8049,WHITE,229,c2f2,c2f2,c2f2
8050,WHITE,917,h5f3,h5f3,h5f3
8051,WHITE,337,h2h4,h2h4,h2h4
8052,WHITE,139,g1h2,g1h2,g1h2
8053,WHITE,455,e3d4,e3d4,e3d4
8054,WHITE,503,g3g4,g3g4,g3g4
8055,WHITE,479,f3f4,f3f4,f3f4
8056,WHITE,663,f4f7,f4f7,f4f7
8057,WHITE,89,e1e5,e1e5,e1e5
8058,WHITE,1234,f7f6,f7f6,f7f6
8059,WHITE,1044,f6g7,f6g7,f6g7
8060,WHITE,838,e5d5,e5d5,e5d5
8061,WHITE,297,f2g2,f2g2,f2g2
8062,WHITE,306,g2g8,g2g8,g2g8
8063,WHITE,806,d5d6,d5d6,d5d6
8064,WHITE,1002,d6b6,d6b6,d6b6
8065,WHITE,616,d4d5,d4d5,d4d5
8066,WHITE,959,b6b4,b6b4,b6b4
8067,WHITE,545,a4a5,a4a5,a4a5
8068,WHITE,574,b4a4,b4a4,b4a4
8069,WHITE,735,a5a6,a5a6,a5a6
8070,WHITE,340,h2g3,h2g3,h2g3
8071,WHITE,504,g3f4,g3f4,g3f4
8072,WHITE,672,f4g4,f4g4,f4g4
8073,WHITE,696,g4f4,g4f4,g4f4
8074,WHITE,545,a4a5,a4a5,a4a5
8075,WHITE,715,h4h5,h4h5,h4h5
8076,WHITE,670,f4e5,f4e5,f4e5
8077,WHITE,834,e5d6,e5d6,e5d6
8078,WHITE,1001,d6c6,d6c6,d6c6
8079,WHITE,977,c6b6,c6b6,c6b6
8080,WHITE,925,a6a7,a6a7,a6a7
8081,WHITE,1798,a7a8q,a7a8q,a7a8q
8082,WHITE,731,a5a8,a5a8,a5a8
8083,WHITE,955,b6c5,b6c5,b6c5
8084,WHITE,789,c5d4,c5d4,c5d4
8085,WHITE,625,d4e3,d4e3,d4e3
8086,WHITE,1291,a8g8,a8g8,a8g8
8087,BLACK,268,e2e4,d7d5,d7d5
8088,BLACK,202,b2b3,g7g6,g7g6
8089,BLACK,57,c1b2,f8g7,f8g7
8090,BLACK,294,f2f3,c7c6,c7c6
8091,BLACK,1460,b1c3,g8f6,g8f6
8092,BLACK,642,e4f5,d5c4,d5c4
8093,BLACK,1,O-O,O-O,e8g8
8094,BLACK,337,h2h4,a7a5,a7a5
8095,BLACK,1479,g1h3,b8a6,b8a6
8096,BLACK,117,f1d3,c8e6,c8e6
8097,BLACK,1534,c3e4,f6d5,f6d5
8098,BLACK,225,c2c3,f7f6,f7f6
8099,BLACK,440,d3c2,e6f7,e6f7
8100,BLACK,317,g2g3,b7b6,b7b6
8101,BLACK,164,h1f1,a8c8,a8c8
8102,BLACK,181,a2a3,h7h6,h7h6
8103,BLACK,245,d2d4,e7e5,e7e5
8104,BLACK,403,c3d4,f6e5,f6e5
8105,BLACK,1602,e4g5,d5b4,d5b4
8106,BLACK,1570,h3g5,a6b4,a6b4
8107,BLACK,88,e1e6,d8d3,d8d3
8108,BLACK,1670,g5e6,b4d3,b4d3
8109,BLACK,61,c1e1,f8d8,f8d8
8110,BLACK,211,b2c1,g7f8,g7f8
8111,BLACK,217,c2g6,f7b3,f7b3
8112,BLACK,1078,g6h5,b3a4,b3a4
8113,BLACK,48,c1g5,f8b4,f8b4
8114,BLACK,915,h5g4,a4b5,a4b5
8115,BLACK,479,f3f4,c6c5,c6c5
8116,BLACK,35,b1b2,g8g7,g8g7
8117,BLACK,95,e1e3,d8d6,d8d6
8118,BLACK,1708,e6g5,d3b4,d3b4
8119,BLACK,716,h4g5,a5b4,a5b4
8120,BLACK,123,f1e1,c8d8,c8d8
8121,BLACK,444,e3e8,d6d1,d6d1
8122,BLACK,86,e1e8,d8d1,d8d1
8123,BLACK,883,g5g6,b4b3,b4b3
8124,BLACK,669,f4f5,c5c4,c5c4
8125,BLACK,692,g4h5,b5a4,b5a4
8126,BLACK,1394,e8e1,d1d8,d1d8
8127,BLACK,102,e1f1,d8c8,d8c8
8128,BLACK,859,f5f6,c4c3,c4c3
8129,BLACK,209,b2c2,g7f7,g7f7
8130,BLACK,1045,f6f7,c3c2,c3c2
8131,BLACK,232,c2b2,f7g7,f7g7
8132,BLACK,202,b2b3,g7g6,g7g6
8133,BLACK,271,e2e3,d7d6,d7d6
8134,BLACK,120,f1e2,c8d7,c8d7
8135,BLACK,102,e1f1,d8c8,d8c8
8136,BLACK,57,c1b2,f8g7,f8g7
8137,BLACK,291,f2f4,c7c5,c7c5
8138,BLACK,1480,g1f3,b8c6,b8c6
8139,BLACK,181,a2a3,h7h6,h7h6
8140,BLACK,380,b3b4,g6g5,g6g5
8141,BLACK,1460,b1c3,g8f6,g8f6
8142,BLACK,566,b4b5,g5g4,g5g4
8143,BLACK,1533,c3b5,f6g4,f6g4
8144,BLACK,359,a3a4,h6h5,h6h5
8145,BLACK,1557,f3e5,c6d4,c6d4
8146,BLACK,1655,e5c6,d4f3,d4f3
8147,BLACK,545,a4a5,h5h4,h5h4
8148,BLACK,270,e2f3,d7c6,d7c6
8149,BLACK,474,f3c6,c6f3,c6f3
8150,BLACK,83,d1c1,e8f8,e8f8
8151,BLACK,734,a5b6,h4g3,h4g3
8152,BLACK,114,f1c4,c8f5,c8f5
8153,BLACK,598,c4a4,f5h5,f5h5
8154,BLACK,203,b2a3,g7h6,g7h6
8155,BLACK,13,a1a3,h8h6,h8h6
8156,BLACK,541,a4a7,h5h2,h5h2
8157,BLACK,365,a3c3,h6f6,h6f6
8158,BLACK,1118,a7b7,h2g2,h2g2
8159,BLACK,1142,b7b6,g2g3,g2g3
8160,BLACK,951,b6e6,g3d3,g3d3
8161,BLACK,397,c3c7,f6f2,f6f2
8162,BLACK,57,c1b2,f8g7,f8g7
8163,WHITE,245,d2d4,d2d4,d2d4
8164,WHITE,1480,g1f3,g1f3,g1f3
8165,WHITE,202,b2b3,b2b3,b2b3
8166,WHITE,57,c1b2,c1b2,c1b2
8167,WHITE,222,c2c4,c2c4,c2c4
8168,WHITE,271,e2e3,e2e3,e2e3
8169,WHITE,117,f1d3,f1d3,f1d3
8170,WHITE,339,h2h3,h2h3,h2h3
8171,WHITE,1,O-O,O-O,e1g1
8172,WHITE,1460,b1c3,b1c3,b1c3
8173,WHITE,74,d1d3,d1d3,d1d3
8174,WHITE,589,c4d5,c4d5,c4d5
8175,WHITE,125,f1c1,f1c1,f1c1
8176,WHITE,1533,c3b5,c3b5,c3b5
8177,WHITE,1632,b5d6,b5d6,b5d6
8178,WHITE,201,b2c3,b2c3,b2c3
8179,WHITE,1696,d6e8,d6e8,d6e8
8180,WHITE,56,c1c2,c1c2,c1c2
8181,WHITE,21,a1c1,a1c1,a1c1
8182,WHITE,1561,f3d2,f3d2,f3d2
8183,WHITE,294,f2f3,f2f3,f2f3
8184,WHITE,405,c3b4,c3b4,c3b4
8185,WHITE,314,g2g4,g2g4,g2g4
8186,WHITE,526,h3g4,h3g4,h3g4
8187,WHITE,563,b4d6,b4d6,b4d6
8188,WHITE,480,f3e4,f3e4,f3e4
8189,WHITE,427,d3b5,d3b5,d3b5
8190,WHITE,1010,d6g3,d6g3,d6g3
8191,WHITE,1501,d2f1,d2f1,d2f1
8192,WHITE,229,c2f2,c2f2,c2f2
8193,WHITE,286,f2f6,f2f6,f2f6
8194,WHITE,762,b5d5,b5d5,b5d5
8195,WHITE,810,d5f5,d5f5,d5f5
8196,BLACK,202,b2b3,g7g6,g7g6
8197,BLACK,57,c1b2,f8g7,f8g7
8198,BLACK,271,e2e3,d7d6,d7d6
8199,BLACK,120,f1e2,c8d7,c8d7
8200,BLACK,102,e1f1,d8c8,d8c8
8201,BLACK,181,a2a3,h7h6,h7h6
8202,BLACK,291,f2f4,c7c5,c7c5
8203,BLACK,1480,g1f3,b8c6,b8c6
8204,BLACK,163,h1g1,a8b8,a8b8
8205,BLACK,314,g2g4,b7b5,b7b5
8206,BLACK,340,h2g3,a7b6,a7b6
8207,BLACK,503,g3g4,b6b5,b6b5
8208,BLACK,693,g4g5,b5b4,b5b4
8209,BLACK,1460,b1c3,g8f6,g8f6
8210,BLACK,1,O-O,O-O,e8g8
8211,BLACK,36,b1a2,g8h7,g8h7
8212,BLACK,266,e2b5,d7g4,d7g4
8213,BLACK,755,b5c6,g4f3,g4f3
8214,BLACK,1559,f3d4,c6e5,c6e5
8215,BLACK,1534,c3e4,f6d5,f6d5
8216,BLACK,114,f1c4,c8f5,c8f5
8217,BLACK,668,f4g5,c5b4,c5b4
8218,BLACK,1592,d4e6,e5d3,e5d3
8219,BLACK,586,c4e6,f5d3,f5d3
8220,BLACK,140,g1g2,b8b7,b8b7
8221,BLACK,59,c1g1,f8b8,f8b8
8222,BLACK,1034,e6c4,d3f5,d3f5
8223,BLACK,195,b2f6,g7c3,g7c3
8224,BLACK,308,g2g7,b7b2,b7b2
8225,BLACK,1252,g7d7,b2e2,b2e2
8226,BLACK,587,c4c6,f5f3,f5f3
8227,BLACK,129,g1g7,b8b2,b8b2
8228,BLACK,380,b3b4,g6g5,g6g5
8229,BLACK,358,a3b4,h6g5,h6g5
8230,BLACK,1252,g7d7,b2e2,b2e2
8231,BLACK,188,a2b2,h7g7,h7g7
8232,BLACK,1194,d7d4,e2e5,e2e5
8233,BLACK,566,b4b5,g5g4,g5g4
8234,BLACK,624,d4a4,e5h5,e5h5
8235,BLACK,225,c2c3,f7f6,f7f6
8236,WHITE,245,d2d4,d2d4,d2d4
8237,WHITE,1480,g1f3,g1f3,g1f3
8238,WHITE,202,b2b3,b2b3,b2b3
8239,WHITE,57,c1b2,c1b2,c1b2
8240,WHITE,222,c2c4,c2c4,c2c4
8241,WHITE,271,e2e3,e2e3,e2e3
8242,WHITE,1460,b1c3,b1c3,b1c3
8243,WHITE,78,d1c2,d1c2,d1c2
8244,WHITE,201,b2c3,b2c3,b2c3
8245,WHITE,117,f1d3,f1d3,f1d3
8246,WHITE,380,b3b4,b3b4,b3b4
8247,WHITE,430,d3c4,d3c4,d3c4
8248,WHITE,1,O-O,O-O,e1g1
8249,WHITE,599,c4d3,c4d3,c4d3
8250,WHITE,413,c3d2,c3d2,c3d2
8251,WHITE,1557,f3e5,f3e5,f3e5
8252,WHITE,181,a2a3,a2a3,a2a3
8253,WHITE,249,d2c3,d2c3,d2c3
8254,WHITE,230,c2e2,c2e2,c2e2
8255,WHITE,615,d4e5,d4e5,d4e5
8256,WHITE,403,c3d4,c3d4,c3d4
8257,WHITE,291,f2f4,f2f4,f2f4
8258,WHITE,125,f1c1,f1c1,f1c1
8259,WHITE,53,c1c3,c1c3,c1c3
8260,WHITE,267,e2g4,e2g4,e2g4
8261,WHITE,669,f4f5,f4f5,f4f5
8262,WHITE,615,d4e5,d4e5,d4e5
8263,WHITE,858,f5g6,f5g6,f5g6
8264,WHITE,21,a1c1,a1c1,a1c1
8265,WHITE,142,g1h1,g1h1,g1h1
8266,WHITE,430,d3c4,d3c4,d3c4
8267,WHITE,409,c3e3,c3e3,c3e3
8268,WHITE,691,g4e6,g4e6,g4e6
8269,WHITE,245,d2d4,d2d4,d2d4
8270,WHITE,222,c2c4,c2c4,c2c4
8271,WHITE,1480,g1f3,g1f3,g1f3
8272,WHITE,271,e2e3,e2e3,e2e3
8273,WHITE,1460,b1c3,b1c3,b1c3
8274,WHITE,1558,f3h4,f3h4,f3h4
8275,WHITE,317,g2g3,g2g3,g2g3
8276,WHITE,1622,h4g6,h4g6,h4g6
8277,WHITE,120,f1e2,f1e2,f1e2
8278,WHITE,291,f2f4,f2f4,f2f4
8279,WHITE,590,c4c5,c4c5,c4c5
8280,WHITE,200,b2b4,b2b4,b2b4
8281,WHITE,1534,c3e4,c3e4,c3e4
8282,WHITE,78,d1c2,d1c2,d1c2
8283,WHITE,269,e2c4,e2c4,e2c4
8284,WHITE,226,c2b3,c2b3,c2b3
8285,WHITE,1,O-O,O-O,e1g1
8286,WHITE,566,b4b5,b4b5,b4b5
8287,WHITE,179,a2a4,a2a4,a2a4
8288,WHITE,545,a4a5,a4a5,a4a5
8289,WHITE,378,b3b5,b3b5,b3b5
8290,WHITE,119,f1f2,f1f2,f1f2
8291,WHITE,769,b5b3,b5b3,b5b3
8292,WHITE,586,c4e6,c4e6,c4e6
8293,BLACK,248,d2d3,e7e6,e7e6
8294,BLACK,268,e2e4,d7d5,d7d5
8295,BLACK,222,c2c4,f7f5,f7f5
8296,BLACK,428,d3e4,e6d5,e6d5
8297,BLACK,1460,b1c3,g8f6,g8f6
8298,BLACK,52,c1e3,f8d6,f8d6
8299,BLACK,1,O-O,O-O,e8g8
8300,BLACK,1480,g1f3,b8c6,b8c6
8301,BLACK,1532,c3d5,f6e4,f6e4
8302,BLACK,117,f1d3,c8e6,c8e6
8303,BLACK,318,g2f3,b7c6,b7c6
8304,BLACK,465,e3d2,d6e7,d6e7
8305,BLACK,200,b2b4,g7g5,g7g5
8306,BLACK,566,b4b5,g5g4,g5g4
8307,BLACK,249,d2c3,e7f6,e7f6
8308,BLACK,403,c3d4,f6e5,f6e5
8309,BLACK,93,e1b4,d8g5,d8g5
8310,BLACK,644,e4d5,d5e4,d5e4
8311,BLACK,806,d5d6,e4e3,e4e3
8312,BLACK,590,c4c5,f5f4,f5f4
8313,BLACK,425,d3f5,e6c4,e6c4
8314,BLACK,43,b1a1,g8h8,g8h8
8315,BLACK,567,b4a5,g5h4,g5h4
8316,BLACK,756,b5b6,g4g3,g4g3
8317,BLACK,49,c1c5,f8f4,f8f4
8318,BLACK,777,c5c7,f4f2,f4f2
8319,WHITE,245,d2d4,d2d4,d2d4
8320,WHITE,1480,g1f3,g1f3,g1f3
8321,WHITE,271,e2e3,e2e3,e2e3
8322,WHITE,222,c2c4,c2c4,c2c4
8323,WHITE,75,d1b3,d1b3,d1b3
8324,WHITE,1462,b1d2,b1d2,b1d2
8325,WHITE,389,b3c2,b3c2,b3c2
8326,WHITE,117,f1d3,f1d3,f1d3
8327,WHITE,590,c4c5,c4c5,c4c5
8328,WHITE,200,b2b4,b2b4,b2b4
8329,WHITE,615,d4e5,d4e5,d4e5
8330,WHITE,1557,f3e5,f3e5,f3e5
8331,WHITE,57,c1b2,c1b2,c1b2
8332,WHITE,195,b2f6,b2f6,b2f6
8333,WHITE,1500,d2b3,d2b3,d2b3
8334,WHITE,1,O-O,O-O,e1g1
8335,WHITE,1528,b3d4,b3d4,b3d4
8336,WHITE,179,a2a4,a2a4,a2a4
8337,WHITE,142,g1h1,g1h1,g1h1
8338,WHITE,291,f2f4,f2f4,f2f4
8339,WHITE,224,c2d3,c2d3,c2d3
8340,WHITE,428,d3e4,d3e4,d3e4
8341,WHITE,1594,d4f5,d4f5,d4f5
8342,WHITE,124,f1d1,f1d1,f1d1
8343,WHITE,545,a4a5,a4a5,a4a5
8344,WHITE,65,d1d8,d1d8,d1d8
8345,WHITE,20,a1d1,a1d1,a1d1
8346,WHITE,317,g2g3,g2g3,g2g3
8347,BLACK,202,b2b3,g7g6,g7g6
8348,BLACK,57,c1b2,f8g7,f8g7
8349,BLACK,294,f2f3,c7c6,c7c6
8350,BLACK,268,e2e4,d7d5,d7d5
8351,BLACK,112,f1b5,c8g4,c8g4
8352,BLACK,480,f3e4,c6d5,c6d5
8353,BLACK,755,b5c6,g4f3,g4f3
8354,BLACK,248,d2d3,e7e6,e7e6
8355,BLACK,1480,g1f3,b8c6,b8c6
8356,BLACK,1462,b1d2,g8e7,g8e7
8357,BLACK,1,O-O,O-O,e8g8
8358,BLACK,339,h2h3,a7a6,a7a6
8359,BLACK,314,g2g4,b7b5,b7b5
8360,BLACK,1501,d2f1,e7c8,e7c8
8361,BLACK,90,e1a5,d8h4,d8h4
8362,BLACK,693,g4g5,b5b4,b5b4
8363,BLACK,749,a5e1,h4d8,h4d8
8364,BLACK,884,g5f6,b4c3,b4c3
8365,BLACK,1476,f1e3,c8d6,c8d6
8366,BLACK,99,e1d2,d8e7,d8e7
8367,BLACK,252,d2f2,e7c7,e7c7
8368,BLACK,159,h1h3,a8a6,a8a6
8369,BLACK,58,c1h1,f8a8,f8a8
8370,BLACK,203,b2a3,g7h6,g7h6
8371,BLACK,1561,f3d2,c6e7,c6e7
8372,BLACK,1498,d2c4,e7f5,e7f5
8373,BLACK,1551,e3c4,d6f5,d6f5
8374,WHITE,245,d2d4,d2d4,d2d4
8375,WHITE,222,c2c4,c2c4,c2c4
8376,WHITE,616,d4d5,d4d5,d4d5
8377,WHITE,1460,b1c3,b1c3,b1c3
8378,WHITE,589,c4d5,c4d5,c4d5
8379,WHITE,1480,g1f3,g1f3,g1f3
8380,WHITE,268,e2e4,e2e4,e2e4
8381,WHITE,339,h2h3,h2h3,h2h3
8382,WHITE,117,f1d3,f1d3,f1d3
8383,WHITE,1,O-O,O-O,e1g1
8384,WHITE,179,a2a4,a2a4,a2a4
8385,WHITE,123,f1e1,f1e1,f1e1
8386,WHITE,50,c1f4,c1f4,c1f4
8387,WHITE,668,f4g5,f4g5,f4g5
8388,WHITE,77,d1d2,d1d2,d1d2
8389,WHITE,1557,f3e5,f3e5,f3e5
8390,WHITE,314,g2g4,g2g4,g2g4
8391,WHITE,291,f2f4,f2f4,f2f4
8392,WHITE,139,g1h2,g1h2,g1h2
8393,WHITE,1536,c3e2,c3e2,c3e2
8394,WHITE,1504,e2d4,e2d4,e2d4
8395,WHITE,669,f4f5,f4f5,f4f5
8396,WHITE,884,g5f6,g5f6,g5f6
8397,WHITE,241,d2g5,d2g5,d2g5
8398,WHITE,642,e4f5,e4f5,e4f5
8399,WHITE,1056,f6e5,f6e5,f6e5
8400,WHITE,859,f5f6,f5f6,f5f6
8401,BLACK,317,g2g3,b7b6,b7b6
8402,BLACK,118,f1g2,c8b7,c8b7
8403,BLACK,248,d2d3,e7e6,e7e6
8404,BLACK,48,c1g5,f8b4,f8b4
8405,BLACK,1460,b1c3,g8f6,g8f6
8406,BLACK,268,e2e4,d7d5,d7d5
8407,BLACK,1532,c3d5,f6e4,f6e4
8408,BLACK,1644,d5e7,e4d2,e4d2
8409,BLACK,291,f2f4,c7c5,c7c5
8410,BLACK,884,g5f6,b4c3,b4c3
8411,BLACK,1481,g1e2,b8d7,b8d7
8412,BLACK,164,h1f1,a8c8,a8c8
8413,BLACK,337,h2h4,a7a5,a7a5
8414,BLACK,318,g2f3,b7c6,b7c6
8415,BLACK,1,O-O,O-O,e8g8
8416,BLACK,478,f3g4,c6b5,c6b5
8417,BLACK,670,f4e5,c5d4,c5d4
8418,BLACK,111,f1f5,c8c4,c8c4
8419,BLACK,97,e1f2,d8c7,d8c7
8420,BLACK,60,c1f1,f8c8,f8c8
8421,BLACK,1507,e2g1,d7b8,d7b8
8422,BLACK,1479,g1h3,b8a6,b8a6
8423,BLACK,1570,h3g5,a6b4,a6b4
8424,BLACK,1669,g5f7,b4c2,b4c2
8425,BLACK,856,f5f7,c4c2,c4c2
8426,BLACK,284,f2f7,c7c2,c7c2
8427,BLACK,108,f1f7,c8c2,c8c2
8428,BLACK,1237,f7f5,c2c4,c2c4
8429,BLACK,200,b2b4,g7g5,g7g5
8430,WHITE,245,d2d4,d2d4,d2d4
8431,WHITE,222,c2c4,c2c4,c2c4
8432,WHITE,181,a2a3,a2a3,a2a3
8433,WHITE,617,d4c5,d4c5,d4c5
8434,WHITE,1460,b1c3,b1c3,b1c3
8435,WHITE,50,c1f4,c1f4,c1f4
8436,WHITE,271,e2e3,e2e3,e2e3
8437,WHITE,21,a1c1,a1c1,a1c1
8438,WHITE,668,f4g5,f4g5,f4g5
8439,WHITE,892,g5h4,g5h4,g5h4
8440,WHITE,1480,g1f3,g1f3,g1f3
8441,WHITE,117,f1d3,f1d3,f1d3
8442,WHITE,714,h4f6,h4f6,h4f6
8443,WHITE,1558,f3h4,f3h4,f3h4
8444,WHITE,68,d1h5,d1h5,d1h5
8445,WHITE,438,d3e2,d3e2,d3e2
8446,WHITE,1,O-O,O-O,e1g1
8447,WHITE,124,f1d1,f1d1,f1d1
8448,WHITE,1533,c3b5,c3b5,c3b5
8449,WHITE,1633,b5d4,b5d4,b5d4
8450,WHITE,914,h5h4,h5h4,h5h4
8451,WHITE,455,e3d4,e3d4,e3d4
8452,WHITE,590,c4c5,c4c5,c4c5
8453,WHITE,53,c1c3,c1c3,c1c3
8454,WHITE,407,c3g3,c3g3,c3g3
8455,WHITE,718,h4f4,h4f4,h4f4
8456,WHITE,200,b2b4,b2b4,b2b4
8457,WHITE,566,b4b5,b4b5,b4b5
8458,WHITE,337,h2h4,h2h4,h2h4
8459,WHITE,268,e2e4,e2e4,e2e4
8460,WHITE,1460,b1c3,b1c3,b1c3
8461,WHITE,1534,c3e4,c3e4,c3e4
8462,WHITE,1600,e4f6,e4f6,e4f6
8463,WHITE,245,d2d4,d2d4,d2d4
8464,WHITE,225,c2c3,c2c3,c2c3
8465,WHITE,117,f1d3,f1d3,f1d3
8466,WHITE,1481,g1e2,g1e2,g1e2
8467,WHITE,78,d1c2,d1c2,d1c2
8468,WHITE,1,O-O,O-O,e1g1
8469,WHITE,1505,e2g3,e2g3,e2g3
8470,WHITE,294,f2f3,f2f3,f2f3
8471,WHITE,1564,g3h5,g3h5,g3h5
8472,WHITE,46,c1h6,c1h6,c1h6
8473,WHITE,19,a1e1,a1e1,a1e1
8474,WHITE,1676,h5f4,h5f4,h5f4
8475,WHITE,1609,f4e6,f4e6,f4e6
8476,WHITE,106,e1a1,e1a1,e1a1
8477,WHITE,428,d3e4,d3e4,d3e4
8478,WHITE,404,c3c4,c3c4,c3c4
8479,WHITE,1105,h6e3,h6e3,h6e3
8480,WHITE,642,e4f5,e4f5,e4f5
8481,WHITE,463,e3f2,e3f2,e3f2
8482,WHITE,337,h2h4,h2h4,h2h4
8483,WHITE,860,f5e6,f5e6,f5e6
8484,WHITE,123,f1e1,f1e1,f1e1
8485,WHITE,317,g2g3,g2g3,g2g3
8486,WHITE,140,g1g2,g1g2,g1g2
8487,WHITE,229,c2f2,c2f2,c2f2
