INDEX,COLOR,OUT_INDEX,OUTPUT_DATA_REL,OUTPUT_DATA_FMT,OUTPUT_DATA_RAW
1725,WHITE,339,h2h3,h2h3,h2h3
1726,WHITE,566,b4b5,b4b5,b4b5
1727,WHITE,270,e2f3,e2f3,e2f3
1728,WHITE,102,e1f1,e1f1,e1f1
1729,WHITE,5,a1a7,a1a7,a1a7
1730,WHITE,1533,c3b5,c3b5,c3b5
1731,WHITE,248,d2d3,d2d3,d2d3
1732,WHITE,1111,a7a8,a7a8,a7a8
1733,WHITE,268,e2e4,e2e4,e2e4
1734,WHITE,1480,g1f3,g1f3,g1f3
1735,WHITE,245,d2d4,d2d4,d2d4
1736,WHITE,71,d1d4,d1d4,d1d4
1737,WHITE,112,f1b5,f1b5,f1b5
1738,WHITE,755,b5c6,b5c6,b5c6
1739,WHITE,1460,b1c3,b1c3,b1c3
1740,WHITE,48,c1g5,c1g5,c1g5
1741,WHITE,0,O-O-O,O-O-O,e1c1
1742,WHITE,626,d4d3,d4d3,d4d3
1743,WHITE,1559,f3d4,f3d4,f3d4
1744,WHITE,291,f2f4,f2f4,f2f4
1745,WHITE,669,f4f5,f4f5,f4f5
1746,WHITE,1593,d4c6,d4c6,d4c6
1747,WHITE,884,g5f6,g5f6,g5f6
1748,WHITE,63,c1b1,c1b1,c1b1
1749,WHITE,1532,c3d5,c3d5,c3d5
1750,WHITE,337,h2h4,h2h4,h2h4
1751,WHITE,314,g2g4,g2g4,g2g4
1752,WHITE,693,g4g5,g4g5,g4g5
1753,WHITE,438,d3e2,d3e2,d3e2
1754,WHITE,71,d1d4,d1d4,d1d4
1755,WHITE,225,c2c3,c2c3,c2c3
1756,WHITE,269,e2c4,e2c4,e2c4
1757,WHITE,1650,d5e3,d5e3,d5e3
1758,WHITE,883,g5g6,g5g6,g5g6
1759,WHITE,1551,e3c4,e3c4,e3c4
1760,WHITE,1585,c4b6,c4b6,c4b6
1761,WHITE,1685,b6d5,b6d5,b6d5
1762,WHITE,200,b2b4,b2b4,b2b4
1763,WHITE,35,b1b2,b1b2,b1b2
1764,WHITE,405,c3b4,c3b4,c3b4
1765,WHITE,167,h1c1,h1c1,h1c1
1766,WHITE,179,a2a4,a2a4,a2a4
1767,WHITE,202,b2b3,b2b3,b2b3
1768,WHITE,715,h4h5,h4h5,h4h5
1769,WHITE,51,c1c4,c1c4,c1c4
1770,WHITE,545,a4a5,a4a5,a4a5
1771,WHITE,381,b3a4,b3a4,b3a4
1772,WHITE,544,a4b5,a4b5,a4b5
1773,WHITE,1647,d5b6,d5b6,d5b6
1774,WHITE,734,a5b6,a5b6,a5b6
1775,WHITE,585,c4c7,c4c7,c4c7
1776,WHITE,1158,c7g7,c7g7,c7g7
1777,WHITE,1255,g7a7,g7a7,g7a7
1778,WHITE,1126,a7a3,a7a3,a7a3
1779,WHITE,363,a3e3,a3e3,a3e3
1780,WHITE,457,e3g3,e3g3,e3g3
1781,WHITE,1069,g6g7,g6g7,g6g7
1782,WHITE,1870,g7g8q,g7g8q,g7g8q
1783,WHITE,268,e2e4,e2e4,e2e4
1784,WHITE,1460,b1c3,b1c3,b1c3
1785,WHITE,1480,g1f3,g1f3,g1f3
1786,WHITE,112,f1b5,f1b5,f1b5
1787,WHITE,753,b5d7,b5d7,b5d7
1788,WHITE,1,O-O,O-O,e1g1
1789,WHITE,1536,c3e2,c3e2,c3e2
1790,WHITE,1505,e2g3,e2g3,e2g3
1791,WHITE,225,c2c3,c2c3,c2c3
1792,WHITE,245,d2d4,d2d4,d2d4
1793,WHITE,403,c3d4,c3d4,c3d4
1794,WHITE,48,c1g5,c1g5,c1g5
1795,WHITE,896,g5e3,g5e3,g5e3
1796,WHITE,77,d1d2,d1d2,d1d2
1797,WHITE,125,f1c1,f1c1,f1c1
1798,WHITE,202,b2b3,b2b3,b2b3
1799,WHITE,643,e4e5,e4e5,e4e5
1800,WHITE,1565,g3f5,g3f5,g3f5
1801,WHITE,246,d2b4,d2b4,d2b4
1802,WHITE,21,a1c1,a1c1,a1c1
1803,WHITE,562,b4b7,b4b7,b4b7
1804,WHITE,45,c1c7,c1c7,c1c7
1805,WHITE,832,e5f6,e5f6,e5f6
1806,WHITE,317,g2g3,g2g3,g2g3
1807,WHITE,140,g1g2,g1g2,g1g2
1808,WHITE,615,d4e5,d4e5,d4e5
1809,WHITE,1155,c7c8,c7c8,c7c8
1810,WHITE,1144,b7d5,b7d5,b7d5
1811,WHITE,1557,f3e5,f3e5,f3e5
1812,WHITE,453,e3f4,e3f4,e3f4
1813,WHITE,680,f4e3,f4e3,f4e3
1814,WHITE,804,d5b7,d5b7,d5b7
1815,WHITE,455,e3d4,e3d4,e3d4
1816,WHITE,1343,c8c6,c8c6,c8c6
1817,BLACK,1460,b1c3,g8f6,g8f6
1818,BLACK,1534,c3e4,f6d5,f6d5
1819,BLACK,1604,e4g3,d5b6,d5b6
1820,BLACK,271,e2e3,d7d6,d7d6
1821,BLACK,295,f2e3,c7d6,c7d6
1822,BLACK,202,b2b3,g7g6,g7g6
1823,BLACK,57,c1b2,f8g7,f8g7
1824,BLACK,1,O-O,O-O,e8g8
1825,BLACK,112,f1b5,c8g4,c8g4
1826,BLACK,454,e3e4,d6d5,d6d5
1827,BLACK,1569,g3f1,b6c8,b6c8
1828,BLACK,1480,g1f3,b8c6,b8c6
1829,BLACK,755,b5c6,g4f3,g4f3
1830,BLACK,248,d2d3,e7e6,e7e6
1831,BLACK,1478,f1d2,c8e7,c8e7
1832,BLACK,1498,d2c4,e7f5,e7f5
1833,BLACK,1587,c4a5,f5h4,f5h4
1834,BLACK,1627,a5c6,h4f3,h4f3
1835,BLACK,96,e1c3,d8f6,d8f6
1836,BLACK,1557,f3e5,c6d4,c6d4
1837,BLACK,400,c3e5,f6d4,f6d4
1838,BLACK,197,b2e5,g7d4,g7d4
1839,BLACK,829,e5g7,d4b2,d4b2
1840,BLACK,60,c1f1,f8c8,f8c8
1841,BLACK,1262,g7d4,b2e5,b2e5
1842,BLACK,614,d4b6,e5g3,e5g3
1843,BLACK,337,h2h4,a7a5,a7a5
1844,BLACK,716,h4g5,a5b4,a5b4
1845,BLACK,119,f1f2,c8c7,c8c7
1846,BLACK,291,f2f4,c7c5,c7c5
1847,BLACK,155,h1h5,a8a4,a8a4
1848,BLACK,908,h5f5,a4c4,a4c4
1849,BLACK,862,f5g5,c4b4,c4b4
1850,BLACK,663,f4f7,c5c2,c5c2
1851,BLACK,179,a2a4,h7h5,h7h5
1852,BLACK,35,b1b2,g8g7,g8g7
1853,BLACK,380,b3b4,g6g5,g6g5
1854,BLACK,222,c2c4,f7f5,f7f5
1855,BLACK,566,b4b5,g5g4,g5g4
1856,BLACK,544,a4b5,h5g4,h5g4
1857,BLACK,643,e4e5,d5d4,d5d4
1858,BLACK,429,d3d4,e6e5,e6e5
1859,WHITE,268,e2e4,e2e4,e2e4
1860,WHITE,1480,g1f3,g1f3,g1f3
1861,WHITE,112,f1b5,f1b5,f1b5
1862,WHITE,755,b5c6,b5c6,b5c6
1863,WHITE,1460,b1c3,b1c3,b1c3
1864,WHITE,245,d2d4,d2d4,d2d4
1865,WHITE,71,d1d4,d1d4,d1d4
1866,WHITE,643,e4e5,e4e5,e4e5
1867,WHITE,1,O-O,O-O,e1g1
1868,WHITE,618,d4h4,d4h4,d4h4
1869,WHITE,124,f1d1,f1d1,f1d1
1870,WHITE,46,c1h6,c1h6,c1h6
1871,WHITE,1092,h6g7,h6g7,h6g7
1872,WHITE,1558,f3h4,f3h4,f3h4
1873,WHITE,1258,g7f6,g7f6,g7f6
1874,WHITE,67,d1d6,d1d6,d1d6
1875,WHITE,20,a1d1,a1d1,a1d1
1876,WHITE,995,d6d7,d6d7,d6d7
1877,WHITE,245,d2d4,d2d4,d2d4
1878,WHITE,48,c1g5,c1g5,c1g5
1879,WHITE,268,e2e4,e2e4,e2e4
1880,WHITE,884,g5f6,g5f6,g5f6
1881,WHITE,225,c2c3,c2c3,c2c3
1882,WHITE,117,f1d3,f1d3,f1d3
1883,WHITE,1481,g1e2,g1e2,g1e2
1884,WHITE,427,d3b5,d3b5,d3b5
1885,WHITE,1,O-O,O-O,e1g1
1886,WHITE,767,b5a4,b5a4,b5a4
1887,WHITE,555,a4c2,a4c2,a4c2
1888,WHITE,181,a2a3,a2a3,a2a3
1889,WHITE,291,f2f4,f2f4,f2f4
1890,WHITE,643,e4e5,e4e5,e4e5
1891,WHITE,1462,b1d2,b1d2,b1d2
1892,WHITE,1497,d2e4,d2e4,d2e4
1893,WHITE,670,f4e5,f4e5,f4e5
1894,WHITE,403,c3d4,c3d4,c3d4
1895,WHITE,1600,e4f6,e4f6,e4f6
1896,WHITE,221,c2e4,c2e4,c2e4
1897,WHITE,203,b2a3,b2a3,b2a3
1898,WHITE,1503,e2f4,e2f4,e2f4
1899,WHITE,116,f1f3,f1f3,f1f3
1900,WHITE,832,e5f6,e5f6,e5f6
1901,WHITE,77,d1d2,d1d2,d1d2
1902,WHITE,20,a1d1,a1d1,a1d1
1903,WHITE,252,d2f2,d2f2,d2f2
1904,WHITE,1611,f4d5,f4d5,f4d5
1905,WHITE,485,f3c3,f3c3,f3c3
1906,WHITE,294,f2f3,f2f3,f2f3
1907,WHITE,482,f3g3,f3g3,f3g3
1908,WHITE,502,g3h4,g3h4,g3h4
1909,WHITE,655,e4g2,e4g2,e4g2
1910,WHITE,268,e2e4,e2e4,e2e4
1911,WHITE,1460,b1c3,b1c3,b1c3
1912,WHITE,1534,c3e4,c3e4,c3e4
1913,WHITE,73,d1f3,d1f3,d1f3
1914,WHITE,480,f3e4,f3e4,f3e4
1915,WHITE,114,f1c4,f1c4,f1c4
1916,WHITE,656,e4e2,e4e2,e4e2
1917,WHITE,1480,g1f3,g1f3,g1f3
1918,WHITE,314,g2g4,g2g4,g2g4
1919,WHITE,601,c4b3,c4b3,c4b3
1920,WHITE,163,h1g1,h1g1,h1g1
1921,WHITE,339,h2h3,h2h3,h2h3
1922,WHITE,129,g1g7,g1g7,g1g7
1923,WHITE,1557,f3e5,f3e5,f3e5
1924,WHITE,245,d2d4,d2d4,d2d4
1925,WHITE,615,d4e5,d4e5,d4e5
1926,WHITE,55,c1d2,c1d2,c1d2
1927,BLACK,248,d2d3,e7e6,e7e6
1928,BLACK,268,e2e4,d7d5,d7d5
1929,BLACK,291,f2f4,c7c5,c7c5
1930,BLACK,94,e1g3,d8b6,d8b6
1931,BLACK,1480,g1f3,b8c6,b8c6
1932,BLACK,670,f4e5,c5d4,c5d4
1933,BLACK,120,f1e2,c8d7,c8d7
1934,BLACK,1557,f3e5,c6d4,c6d4
1935,BLACK,1658,e5f3,d4c6,d4c6
1936,BLACK,1461,b1a3,g8h6,g8h6
1937,BLACK,516,g3e1,b6d8,b6d8
1938,BLACK,55,c1d2,f8e7,f8e7
1939,BLACK,1,O-O,O-O,e8g8
1940,BLACK,101,e1g1,d8b8,d8b8
1941,BLACK,61,c1e1,f8d8,f8d8
1942,BLACK,98,e1e2,d8d7,d8d7
1943,BLACK,1559,f3d4,c6e5,c6e5
1944,BLACK,1592,d4e6,e5d3,e5d3
1945,BLACK,35,b1b2,g8g7,g8g7
1946,BLACK,129,g1g7,b8b2,b8b2
1947,BLACK,1264,g7c3,b2f6,b2f6
1948,BLACK,247,d2e3,e7d6,e7d6
1949,BLACK,213,b2a1,g7h8,g7h8
1950,BLACK,168,h1b1,a8g8,a8g8
1951,BLACK,453,e3f4,d6c5,d6c5
1952,BLACK,678,f4g3,c5b6,c5b6
1953,BLACK,275,e2f2,d7c7,d7c7
1954,BLACK,31,b1b4,g8g5,g8g5
1955,BLACK,398,c3f6,f6c3,f6c3
1956,BLACK,179,a2a4,h7h5,h7h5
1957,BLACK,1055,f6f5,c3c4,c3c4
1958,BLACK,868,f5g4,c4b5,c4b5
1959,BLACK,581,b4b1,g5g8,g5g8
1960,BLACK,14,a1b2,h8g7,h8g7
1961,BLACK,501,g3e5,b6d4,b6d4
1962,BLACK,847,e5c3,d4f6,d4f6
1963,BLACK,294,f2f3,c7c6,c7c6
1964,BLACK,39,b1f1,g8c8,g8c8
1965,BLACK,119,f1f2,c8c7,c8c7
1966,BLACK,396,c3g7,f6b2,f6b2
1967,WHITE,245,d2d4,d2d4,d2d4
1968,WHITE,1480,g1f3,g1f3,g1f3
1969,WHITE,317,g2g3,g2g3,g2g3
1970,WHITE,118,f1g2,f1g2,f1g2
1971,WHITE,1,O-O,O-O,e1g1
1972,WHITE,202,b2b3,b2b3,b2b3
1973,WHITE,54,c1a3,c1a3,c1a3
1974,WHITE,1461,b1a3,b1a3,b1a3
1975,WHITE,83,d1c1,d1c1,d1c1
1976,WHITE,222,c2c4,c2c4,c2c4
1977,WHITE,1524,a3c2,a3c2,a3c2
1978,WHITE,1495,c2e1,c2e1,c2e1
1979,WHITE,1472,e1d3,e1d3,e1d3
1980,WHITE,1557,f3e5,f3e5,f3e5
1981,WHITE,589,c4d5,c4d5,c4d5
1982,WHITE,1540,d3e5,d3e5,d3e5
1983,WHITE,315,g2e4,g2e4,g2e4
1984,WHITE,55,c1d2,c1d2,c1d2
1985,WHITE,246,d2b4,d2b4,d2b4
1986,WHITE,1653,e5d7,e5d7,e5d7
1987,WHITE,1746,d7b6,d7b6,d7b6
1988,WHITE,1687,b6a4,b6a4,b6a4
1989,WHITE,1575,a4c5,a4c5,a4c5
1990,WHITE,1638,c5e6,c5e6,c5e6
1991,WHITE,125,f1c1,f1c1,f1c1
1992,WHITE,1710,e6f4,e6f4,e6f4
1993,WHITE,15,a1a2,a1a2,a1a2
1994,WHITE,1611,f4d5,f4d5,f4d5
1995,WHITE,1649,d5b4,d5b4,d5b4
1996,WHITE,1582,b4c2,b4c2,b4c2
1997,WHITE,1493,c2e3,c2e3,c2e3
1998,WHITE,503,g3g4,g3g4,g3g4
1999,WHITE,337,h2h4,h2h4,h2h4
2000,WHITE,139,g1h2,g1h2,g1h2
2001,WHITE,715,h4h5,h4h5,h4h5
2002,WHITE,340,h2g3,h2g3,h2g3
2003,WHITE,1548,e3f5,e3f5,e3f5
2004,WHITE,1662,f5h6,f5h6,f5h6
2005,WHITE,1728,h6f5,h6f5,h6f5
2006,WHITE,905,h5h6,h5h6,h5h6
2007,WHITE,1091,h6h7,h6h7,h6h7
2008,WHITE,45,c1c7,c1c7,c1c7
2009,WHITE,1159,c7f7,c7f7,c7f7
2010,WHITE,1662,f5h6,f5h6,f5h6
2011,WHITE,1232,f7a7,f7a7,f7a7
2012,WHITE,1728,h6f5,h6f5,h6f5
2013,WHITE,1113,a7g7,a7g7,a7g7
2014,WHITE,1253,g7c7,g7c7,g7c7
2015,WHITE,1158,c7g7,c7g7,c7g7
2016,WHITE,1252,g7d7,g7d7,g7d7
2017,WHITE,1188,d7d6,d7d6,d7d6
2018,WHITE,997,d6h6,d6h6,d6h6
2019,WHITE,1663,f5d6,f5d6,f5d6
2020,WHITE,1700,d6f5,d6f5,d6f5
2021,WHITE,513,g3g2,g3g2,g3g2
2022,WHITE,328,g2f1,g2f1,g2f1
2023,WHITE,123,f1e1,f1e1,f1e1
2024,WHITE,97,e1f2,e1f2,e1f2
2025,WHITE,294,f2f3,f2f3,f2f3
2026,WHITE,694,g4f5,g4f5,g4f5
2027,WHITE,1093,h6g6,h6g6,h6g6
2028,WHITE,478,f3g4,f3g4,f3g4
2029,WHITE,1075,g6c6,g6c6,g6c6
2030,WHITE,859,f5f6,f5f6,f5f6
2031,WHITE,694,g4f5,g4f5,g4f5
2032,WHITE,970,c6c7,c6c7,c6c7
2033,WHITE,858,f5g6,f5g6,f5g6
2034,WHITE,1158,c7g7,c7g7,c7g7
2035,WHITE,1254,g7b7,g7b7,g7b7
2036,WHITE,1134,b7h7,b7h7,b7h7
2037,WHITE,1045,f6f7,f6f7,f6f7
2038,WHITE,1269,h7h8,h7h8,h7h8
2039,WHITE,1443,h8a8,h8a8,h8a8
2040,BLACK,248,d2d3,e7e6,e7e6
2041,BLACK,268,e2e4,d7d5,d7d5
2042,BLACK,1460,b1c3,g8f6,g8f6
2043,BLACK,1536,c3e2,f6d7,f6d7
2044,BLACK,291,f2f4,c7c5,c7c5
2045,BLACK,1480,g1f3,b8c6,b8c6
2046,BLACK,670,f4e5,c5d4,c5d4
2047,BLACK,225,c2c3,f7f6,f7f6
2048,BLACK,96,e1c3,d8f6,d8f6
2049,BLACK,52,c1e3,f8d6,f8d6
2050,BLACK,1,O-O,O-O,e8g8
2051,BLACK,414,c3c2,f6f7,f6f7
2052,BLACK,429,d3d4,e6e5,e6e5
2053,BLACK,1504,e2d4,d7e5,d7e5
2054,BLACK,455,e3d4,d6e5,d6e5
2055,BLACK,611,d4a7,e5h2,e5h2
2056,BLACK,223,c2a4,f7h5,f7h5
2057,BLACK,552,a4b4,h5g5,h5g5
2058,BLACK,574,b4a4,g5h5,g5h5
2059,BLACK,1561,f3d2,c6e7,c6e7
2060,BLACK,538,a4e8,h5d1,h5d1
2061,BLACK,53,c1c3,f8f6,f8f6
2062,BLACK,1499,d2f3,e7c6,e7c6
2063,BLACK,643,e4e5,d5d4,d5d4
2064,BLACK,120,f1e2,c8d7,c8d7
2065,BLACK,166,h1d1,a8e8,a8e8
2066,BLACK,318,g2f3,b7c6,b7c6
2067,BLACK,479,f3f4,c6c5,c6c5
2068,BLACK,272,e2d3,d7e6,d7e6
2069,BLACK,395,c3c8,f6f1,f6f1
2070,BLACK,74,d1d3,e8e6,e8e6
2071,BLACK,431,d3h3,e6a6,e6a6
2072,BLACK,669,f4f5,c5c4,c5c4
2073,BLACK,527,h3g3,a6b6,a6b6
2074,BLACK,496,g3g7,b6b2,b6b2
2075,BLACK,339,h2h3,a7a6,a7a6
2076,BLACK,525,h3h4,a6a5,a6a5
2077,BLACK,715,h4h5,a5a4,a5a4
2078,BLACK,34,b1c2,g8f7,g8f7
2079,BLACK,1249,g7h7,b2a2,b2a2
2080,BLACK,226,c2b3,f7g6,f7g6
2081,BLACK,381,b3a4,g6h5,g6h5
2082,BLACK,1271,h7g7,a2b2,a2b2
2083,BLACK,200,b2b4,g7g5,g7g5
2084,BLACK,1249,g7h7,b2a2,b2a2
2085,BLACK,1269,h7h8,a2a1,a2a1
2086,BLACK,553,a4b3,h5g6,h5g6
2087,BLACK,1444,h8h7,a1a2,a1a2
2088,BLACK,179,a2a4,h7h5,h7h5
2089,BLACK,379,b3c4,g6f5,g6f5
2090,BLACK,600,c4c3,f5f6,f5f6
2091,BLACK,413,c3d2,f6e7,f6e7
2092,BLACK,248,d2d3,e7e6,e7e6
2093,BLACK,438,d3e2,e6d7,e6d7
2094,BLACK,270,e2f3,d7c6,d7c6
2095,BLACK,483,f3e3,c6d6,c6d6
2096,BLACK,453,e3f4,d6c5,d6c5
2097,BLACK,670,f4e5,c5d4,c5d4
2098,BLACK,837,e5f5,d4c4,d4c4
2099,BLACK,870,f5e4,c4d5,c4d5
2100,BLACK,643,e4e5,d5d4,d5d4
2101,BLACK,838,e5d5,d4e4,d4e4
2102,BLACK,545,a4a5,h5h4,h5h4
2103,BLACK,812,d5c5,e4f4,e4f4
2104,BLACK,790,c5c4,f4f5,f4f5
2105,BLACK,601,c4b3,f5g6,f5g6
2106,BLACK,381,b3a4,g6h5,g6h5
2107,BLACK,566,b4b5,g5g4,g5g4
2108,BLACK,553,a4b3,h5g6,h5g6
2109,BLACK,379,b3c4,g6f5,g6f5
2110,BLACK,600,c4c3,f5f6,f5f6
2111,BLACK,403,c3d4,f6e5,f6e5
2112,BLACK,622,d4c4,e5f5,e5f5
2113,BLACK,600,c4c3,f5f6,f5f6
2114,BLACK,405,c3b4,f6g5,f6g5
2115,BLACK,577,b4a3,g5h6,g5h6
2116,BLACK,359,a3a4,h6h5,h6h5
2117,BLACK,553,a4b3,h5g6,h5g6
2118,BLACK,379,b3c4,g6f5,g6f5
2119,BLACK,600,c4c3,f5f6,f5f6
2120,BLACK,403,c3d4,f6e5,f6e5
2121,BLACK,756,b5b6,g4g3,g4g3
2122,BLACK,622,d4c4,e5f5,e5f5
2123,BLACK,590,c4c5,f5f4,f5f4
2124,BLACK,779,c5d6,f4e3,f4e3
2125,BLACK,996,d6c7,e3f2,e3f2
2126,BLACK,1156,c7b8,f2g1,f2g1
2127,BLACK,1319,b8b7,g1g2,g1g2
2128,BLACK,1139,b7c7,g2f2,g2f2
2129,BLACK,1271,h7g7,a2b2,a2b2
2130,BLACK,1161,c7d7,f2e2,f2e2
2131,BLACK,1267,g7g1,b2b8,b2b8
2132,BLACK,1188,d7d6,e2e3,e2e3
2133,BLACK,146,g1c1,b8f8,b8f8
2134,BLACK,49,c1c5,f8f4,f8f4
2135,WHITE,245,d2d4,d2d4,d2d4
2136,WHITE,1480,g1f3,g1f3,g1f3
2137,WHITE,317,g2g3,g2g3,g2g3
2138,WHITE,118,f1g2,f1g2,f1g2
2139,WHITE,1,O-O,O-O,e1g1
2140,WHITE,1462,b1d2,b1d2,b1d2
2141,WHITE,123,f1e1,f1e1,f1e1
2142,WHITE,268,e2e4,e2e4,e2e4
2143,WHITE,643,e4e5,e4e5,e4e5
2144,WHITE,337,h2h4,h2h4,h2h4
2145,WHITE,202,b2b3,b2b3,b2b3
2146,WHITE,225,c2c3,c2c3,c2c3
2147,WHITE,54,c1a3,c1a3,c1a3
2148,WHITE,715,h4h5,h4h5,h4h5
2149,WHITE,1558,f3h4,f3h4,f3h4
2150,WHITE,291,f2f4,f2f4,f2f4
2151,WHITE,358,a3b4,a3b4,a3b4
2152,WHITE,503,g3g4,g3g4,g3g4
2153,WHITE,139,g1h2,g1h2,g1h2
2154,WHITE,617,d4c5,d4c5,d4c5
2155,WHITE,1499,d2f3,d2f3,d2f3
2156,WHITE,405,c3b4,c3b4,c3b4
2157,WHITE,381,b3a4,b3a4,b3a4
2158,WHITE,181,a2a3,a2a3,a2a3
2159,WHITE,74,d1d3,d1d3,d1d3
2160,WHITE,693,g4g5,g4g5,g4g5
2161,WHITE,316,g2h3,g2h3,g2h3
2162,WHITE,101,e1g1,e1g1,e1g1
2163,WHITE,1559,f3d4,f3d4,f3d4
2164,WHITE,1624,h4f3,h4f3,h4f3
2165,WHITE,524,h3f5,h3f5,h3f5
2166,WHITE,883,g5g6,g5g6,g5g6
2167,WHITE,131,g1g6,g1g6,g1g6
2168,WHITE,1595,d4b5,d4b5,d4b5
2169,WHITE,434,d3e3,d3e3,d3e3
2170,WHITE,1632,b5d6,b5d6,b5d6
2171,WHITE,21,a1c1,a1c1,a1c1
2172,WHITE,44,c1c8,c1c8,c1c8
2173,WHITE,1698,d6f7,d6f7,d6f7
2174,WHITE,1340,c8c7,c8c7,c8c7
2175,WHITE,1556,f3g5,f3g5,f3g5
2176,WHITE,1759,f7g5,f7g5,f7g5
2177,WHITE,1071,g6h6,g6h6,g6h6
2178,WHITE,1157,c7h7,c7h7,c7h7
2179,WHITE,268,e2e4,e2e4,e2e4
2180,WHITE,245,d2d4,d2d4,d2d4
2181,WHITE,117,f1d3,f1d3,f1d3
2182,WHITE,291,f2f4,f2f4,f2f4
2183,WHITE,77,d1d2,d1d2,d1d2
2184,WHITE,339,h2h3,h2h3,h2h3
2185,WHITE,643,e4e5,e4e5,e4e5
2186,WHITE,252,d2f2,d2f2,d2f2
2187,WHITE,670,f4e5,f4e5,f4e5
2188,WHITE,1480,g1f3,g1f3,g1f3
2189,WHITE,46,c1h6,c1h6,c1h6
2190,WHITE,314,g2g4,g2g4,g2g4
2191,BLACK,268,e2e4,d7d5,d7d5
2192,BLACK,294,f2f3,c7c6,c7c6
2193,BLACK,94,e1g3,d8b6,d8b6
2194,BLACK,114,f1c4,c8f5,c8f5
2195,BLACK,1481,g1e2,b8d7,b8d7
2196,BLACK,248,d2d3,e7e6,e7e6
2197,BLACK,1460,b1c3,g8f6,g8f6
2198,BLACK,181,a2a3,h7h6,h7h6
2199,BLACK,1535,c3a4,f6h5,f6h5
2200,BLACK,1574,a4b6,h5g3,h5g3
2201,BLACK,514,g3f2,b6c7,b6c7
2202,BLACK,359,a3a4,h6h5,h6h5
2203,BLACK,591,c4b5,f5g4,f5g4
2204,BLACK,544,a4b5,h5g4,h5g4
2205,BLACK,55,c1d2,f8e7,f8e7
2206,BLACK,200,b2b4,g7g5,g7g5
2207,BLACK,287,f2b6,c7g3,c7g3
2208,BLACK,952,b6d6,g3e3,g3e3
2209,WHITE,245,d2d4,d2d4,d2d4
2210,WHITE,317,g2g3,g2g3,g2g3
2211,WHITE,118,f1g2,f1g2,f1g2
2212,WHITE,268,e2e4,e2e4,e2e4
2213,WHITE,222,c2c4,c2c4,c2c4
2214,WHITE,1460,b1c3,b1c3,b1c3
2215,WHITE,616,d4d5,d4d5,d4d5
2216,WHITE,339,h2h3,h2h3,h2h3
2217,WHITE,1481,g1e2,g1e2,g1e2
2218,WHITE,1,O-O,O-O,e1g1
2219,WHITE,48,c1g5,c1g5,c1g5
2220,WHITE,896,g5e3,g5e3,g5e3
2221,WHITE,77,d1d2,d1d2,d1d2
2222,WHITE,179,a2a4,a2a4,a2a4
2223,WHITE,291,f2f4,f2f4,f2f4
2224,WHITE,642,e4f5,e4f5,e4f5
2225,WHITE,463,e3f2,e3f2,e3f2
2226,WHITE,142,g1h1,g1h1,g1h1
2227,WHITE,123,f1e1,f1e1,f1e1
2228,WHITE,1507,e2g1,e2g1,e2g1
2229,WHITE,1480,g1f3,g1f3,g1f3
2230,WHITE,161,h1h2,h1h2,h1h2
2231,WHITE,1533,c3b5,c3b5,c3b5
2232,WHITE,255,d2b2,d2b2,d2b2
2233,WHITE,207,b2e2,b2e2,b2e2
2234,WHITE,19,a1e1,a1e1,a1e1
2235,WHITE,101,e1g1,e1g1,e1g1
2236,WHITE,328,g2f1,g2f1,g2f1
2237,WHITE,276,e2d2,e2d2,e2d2
2238,WHITE,117,f1d3,f1d3,f1d3
2239,WHITE,503,g3g4,g3g4,g3g4
2240,WHITE,1558,f3h4,f3h4,f3h4
2241,WHITE,1622,h4g6,h4g6,h4g6
2242,BLACK,317,g2g3,b7b6,b7b6
2243,BLACK,118,f1g2,c8b7,c8b7
2244,BLACK,248,d2d3,e7e6,e7e6
2245,BLACK,48,c1g5,f8b4,f8b4
2246,BLACK,222,c2c4,f7f5,f7f5
2247,BLACK,309,g2b7,b7g2,b7g2
2248,BLACK,83,d1c1,e8f8,e8f8
2249,BLACK,1460,b1c3,g8f6,g8f6
2250,BLACK,1133,b7a8,g2h1,g2h1
2251,BLACK,1299,a8c6,h1f3,h1f3
2252,BLACK,1480,g1f3,b8c6,b8c6
2253,BLACK,63,c1b1,f8g8,f8g8
2254,BLACK,1559,f3d4,c6e5,c6e5
2255,BLACK,982,c6e4,f3d5,f3d5
2256,BLACK,1593,d4c6,e5f3,e5f3
2257,WHITE,268,e2e4,e2e4,e2e4
2258,WHITE,1480,g1f3,g1f3,g1f3
2259,WHITE,112,f1b5,f1b5,f1b5
2260,WHITE,1,O-O,O-O,e1g1
2261,WHITE,768,b5d3,b5d3,b5d3
2262,WHITE,225,c2c3,c2c3,c2c3
2263,WHITE,440,d3c2,d3c2,d3c2
2264,WHITE,245,d2d4,d2d4,d2d4
2265,WHITE,617,d4c5,d4c5,d4c5
2266,WHITE,76,d1e2,d1e2,d1e2
2267,WHITE,179,a2a4,a2a4,a2a4
2268,WHITE,544,a4b5,a4b5,a4b5
2269,WHITE,1461,b1a3,b1a3,b1a3
2270,WHITE,52,c1e3,c1e3,c1e3
2271,WHITE,449,e3b6,e3b6,e3b6
2272,WHITE,1523,a3c4,a3c4,a3c4
2273,WHITE,757,b5a6,b5a6,b5a6
2274,WHITE,1588,c4e3,c4e3,c4e3
2275,WHITE,200,b2b4,b2b4,b2b4
